tier,layer,component,perturbation,mean_restoration,std_restoration
tier_1,14,attn_out,transliteration,-0.002975,0.0308
tier_1,14,mlp_out,code_switching,0.02695,0.04744999999999999
tier_1,14,mlp_out,standard_translation,-0.020875,0.0424
tier_1,14,mlp_out,transliteration,-0.005675,0.02815
tier_1,14,residual,code_switching,0.010150000000000006,0.24532500000000002
tier_1,14,residual,standard_translation,0.157275,0.44785
tier_1,14,residual,transliteration,-0.0028250000000000003,0.033325
tier_1,15,attn_out,code_switching,-0.002075,0.016875
tier_1,15,attn_out,standard_translation,-0.008225,0.0413
tier_1,15,attn_out,transliteration,-0.006149999999999999,0.007775
tier_1,15,mlp_out,code_switching,-0.0147,0.061125
tier_1,15,mlp_out,standard_translation,-0.037075000000000004,0.057975
tier_1,15,mlp_out,transliteration,0.001925,0.0189
tier_1,15,residual,code_switching,-0.016900000000000005,0.220525
tier_1,15,residual,standard_translation,0.106075,0.329925
tier_1,15,residual,transliteration,0.008924999999999999,0.0262
tier_1,16,attn_out,code_switching,-0.0014,0.012750000000000001
tier_1,16,attn_out,standard_translation,0.009325,0.045275
tier_1,16,attn_out,transliteration,4.99999999999997e-05,0.013975000000000001
tier_1,16,mlp_out,code_switching,-0.0056749999999999995,0.032424999999999995
tier_1,16,mlp_out,standard_translation,-0.00037499999999999947,0.0537
tier_1,16,mlp_out,transliteration,0.00445,0.015925
tier_1,16,residual,code_switching,0.05305,0.198275
tier_1,16,residual,standard_translation,0.09725,0.345575
tier_1,16,residual,transliteration,0.0083,0.036125000000000004
tier_1,17,attn_out,code_switching,-0.0030250000000000003,0.02235
tier_1,17,attn_out,standard_translation,-0.000775,0.0064
tier_1,17,attn_out,transliteration,-0.0017000000000000001,0.00615
tier_1,17,mlp_out,code_switching,-0.00495,0.03495
tier_1,17,mlp_out,standard_translation,0.012225,0.037325000000000004
tier_1,17,mlp_out,transliteration,0.0042,0.021775
tier_1,17,residual,code_switching,0.014350000000000002,0.1548
tier_1,17,residual,standard_translation,0.050275,0.20420000000000002
tier_1,17,residual,transliteration,0.0026250000000000006,0.03025
tier_1,18,attn_out,code_switching,-0.00065,0.006825
tier_1,18,attn_out,standard_translation,-0.0005749999999999999,0.011675
tier_1,18,attn_out,transliteration,-0.000675,0.002225
tier_1,18,mlp_out,code_switching,0.0011250000000000008,0.0279
tier_1,18,mlp_out,standard_translation,0.0191,0.056275
tier_1,18,mlp_out,transliteration,0.00175,0.0069
tier_1,18,residual,code_switching,0.021,0.172575
tier_1,18,residual,standard_translation,0.013175,0.14475000000000002
tier_1,18,residual,transliteration,0.008650000000000001,0.0414
tier_1,19,attn_out,code_switching,-0.001075,0.012725
tier_1,19,attn_out,standard_translation,-0.004275,0.01045
tier_1,19,attn_out,transliteration,0.0008500000000000001,0.004325000000000001
tier_1,19,mlp_out,code_switching,0.006574999999999999,0.028325
tier_1,19,mlp_out,standard_translation,0.019275,0.05015
tier_1,19,mlp_out,transliteration,-0.001725,0.009175
tier_1,19,residual,code_switching,0.017525,0.1725
tier_1,19,residual,standard_translation,0.018349999999999998,0.158075
tier_1,19,residual,transliteration,0.008725,0.035
tier_1,20,attn_out,code_switching,-0.000725,0.005525
tier_1,20,attn_out,standard_translation,0.014075,0.023775
tier_1,20,attn_out,transliteration,0.00335,0.00325
tier_1,20,mlp_out,code_switching,-0.019225,0.042325
tier_1,20,mlp_out,standard_translation,0.012724999999999998,0.05645
tier_1,20,mlp_out,transliteration,0.00115,0.024800000000000003
tier_1,20,residual,code_switching,0.0231,0.17402499999999999
tier_1,20,residual,standard_translation,0.018250000000000002,0.170625
tier_1,20,residual,transliteration,0.0079,0.033025
tier_1,21,attn_out,code_switching,-0.002375,0.0107
tier_1,21,attn_out,standard_translation,0.017325,0.0401
tier_1,21,attn_out,transliteration,-0.00075,0.003425
tier_1,21,mlp_out,code_switching,-0.0022999999999999995,0.0213
tier_1,21,mlp_out,standard_translation,0.017725,0.061675
tier_1,21,mlp_out,transliteration,0.0010999999999999998,0.007975
tier_1,21,residual,code_switching,0.016349999999999996,0.16255
tier_1,21,residual,standard_translation,0.025175000000000003,0.192775
tier_1,21,residual,transliteration,0.00525,0.029574999999999997
tier_1,22,attn_out,code_switching,-0.00095,0.006675
tier_1,22,attn_out,standard_translation,0.0045000000000000005,0.019425
tier_1,22,attn_out,transliteration,0.0024749999999999998,0.002325
tier_1,22,mlp_out,code_switching,-0.001725,0.028175
tier_1,22,mlp_out,standard_translation,-0.0029249999999999996,0.0251
tier_1,22,mlp_out,transliteration,0.000375,0.0052499999999999995
tier_1,22,residual,code_switching,0.01615,0.157325
tier_1,22,residual,standard_translation,-0.01255,0.09459999999999999
tier_1,22,residual,transliteration,0.0020749999999999996,0.028749999999999998
tier_1,23,attn_out,code_switching,0.002775,0.006425
tier_1,23,attn_out,standard_translation,-0.003175,0.003725
tier_1,23,attn_out,transliteration,0.000175,0.00285
tier_1,23,mlp_out,code_switching,0.004025,0.027025
tier_1,23,mlp_out,standard_translation,0.01055,0.0463
tier_1,23,mlp_out,transliteration,-0.00275,0.00895
tier_1,23,residual,code_switching,0.013200000000000002,0.148075
tier_1,23,residual,standard_translation,-0.013775,0.07645
tier_1,23,residual,transliteration,0.000925,0.030174999999999997
