tier,layer,component,perturbation,mean_delta,std_delta
tier_2,9,residual,code_switching,-0.025575,0.06267500000000001
tier_2,9,residual,standard_translation,-0.0015250000000000003,0.055125
tier_2,9,residual,transliteration,0.07205,0.0747
tier_2,10,attn_out,code_switching,0.001725,0.0072499999999999995
tier_2,10,attn_out,standard_translation,-0.014624999999999999,0.01435
tier_2,10,attn_out,transliteration,-0.00415,0.015075
tier_2,10,mlp_out,code_switching,0.002275,0.006575
tier_2,10,mlp_out,standard_translation,-0.013949999999999999,0.017525
tier_2,10,mlp_out,transliteration,0.00215,0.025875
tier_2,10,residual,code_switching,-0.0353,0.0556
tier_2,10,residual,standard_translation,-0.002325,0.045225
tier_2,10,residual,transliteration,0.06394999999999999,0.067375
tier_2,11,attn_out,code_switching,0.002825,0.00495
tier_2,11,attn_out,standard_translation,0.0029250000000000005,0.0073
tier_2,11,attn_out,transliteration,0.0017000000000000006,0.017575
tier_2,11,mlp_out,code_switching,0.001575,0.009825
tier_2,11,mlp_out,standard_translation,-0.01115,0.021975
tier_2,11,mlp_out,transliteration,-0.00375,0.02985
tier_2,11,residual,code_switching,-0.036025,0.05345
tier_2,11,residual,standard_translation,-0.0018000000000000004,0.046950000000000006
tier_2,11,residual,transliteration,0.06305,0.06812499999999999
tier_2,12,attn_out,code_switching,0.0007750000000000002,0.00375
tier_2,12,attn_out,standard_translation,0.0062250000000000005,0.009025
tier_2,12,attn_out,transliteration,0.017625,0.01715
tier_2,12,mlp_out,code_switching,-0.003675,0.006149999999999999
tier_2,12,mlp_out,standard_translation,0.003575,0.009850000000000001
tier_2,12,mlp_out,transliteration,0.0002500000000000002,0.020825
tier_2,12,residual,code_switching,-0.022225,0.039099999999999996
tier_2,12,residual,standard_translation,0.011850000000000001,0.03415
tier_2,12,residual,transliteration,0.0555,0.047275
tier_2,13,attn_out,code_switching,0.000825,0.002025
tier_2,13,attn_out,standard_translation,0.0049,0.00375
tier_2,13,attn_out,transliteration,0.003925,0.010199999999999999
tier_2,13,mlp_out,code_switching,0.0009,0.00405
tier_2,13,mlp_out,standard_translation,-0.00365,0.0068249999999999995
tier_2,13,mlp_out,transliteration,0.00575,0.0223
tier_2,13,residual,code_switching,-0.0216,0.0259
tier_2,13,residual,standard_translation,0.0161,0.024550000000000002
tier_2,13,residual,transliteration,0.06219999999999999,0.039575
tier_2,14,attn_out,code_switching,-0.00025,0.002375
tier_2,14,attn_out,standard_translation,0.001975,0.0035
tier_2,14,attn_out,transliteration,0.008425,0.008475
tier_2,14,mlp_out,code_switching,-0.00455,0.006200000000000001
tier_2,14,mlp_out,standard_translation,-0.0074,0.0063
tier_2,14,mlp_out,transliteration,0.008225,0.011725
tier_2,14,residual,code_switching,-0.018825,0.022350000000000002
tier_2,14,residual,standard_translation,0.018525,0.0157
tier_2,14,residual,transliteration,0.054875,0.039825
tier_2,15,attn_out,code_switching,0.000175,0.00135
tier_2,15,attn_out,standard_translation,0.001475,0.0037999999999999996
tier_2,15,attn_out,transliteration,0.0007,0.00645
tier_2,15,mlp_out,code_switching,-0.0046,0.005724999999999999
tier_2,15,mlp_out,standard_translation,-0.00655,0.007475
tier_2,15,mlp_out,transliteration,-0.010925,0.01425
tier_2,15,residual,code_switching,-0.014475000000000002,0.01865
tier_2,15,residual,standard_translation,0.011824999999999999,0.012625
tier_2,15,residual,transliteration,0.047799999999999995,0.03465
tier_2,16,attn_out,code_switching,0.0024,0.002825
