layer,component,language,tier,perturbation,mean_delta,std_delta,n_pairs_used,n_pairs_skipped
14,attn_out,ko,tier_2,transliteration,-0.0276,0.1534,20,0
14,mlp_out,ko,tier_2,transliteration,-0.1599,0.2032,20,0
15,residual,ko,tier_2,transliteration,-0.5039,0.441,20,0
15,attn_out,ko,tier_2,transliteration,-0.0921,0.0863,20,0
15,mlp_out,ko,tier_2,transliteration,-0.1842,0.1158,20,0
16,residual,ko,tier_2,transliteration,-0.6288,0.3967,20,0
16,attn_out,ko,tier_2,transliteration,0.0164,0.1019,20,0
16,mlp_out,ko,tier_2,transliteration,-0.2339,0.1926,20,0
17,residual,ko,tier_2,transliteration,-0.392,0.1691,20,0
17,attn_out,ko,tier_2,transliteration,0.0432,0.0793,20,0
17,mlp_out,ko,tier_2,transliteration,-0.1331,0.1054,20,0
18,residual,ko,tier_2,transliteration,-0.373,0.1617,20,0
18,attn_out,ko,tier_2,transliteration,-0.0459,0.0537,20,0
18,mlp_out,ko,tier_2,transliteration,-0.0541,0.1161,20,0
19,residual,ko,tier_2,transliteration,-0.197,0.1389,20,0
19,attn_out,ko,tier_2,transliteration,-0.021,0.0669,20,0
19,mlp_out,ko,tier_2,transliteration,-0.1132,0.076,20,0
20,residual,ko,tier_2,transliteration,-0.1562,0.1191,20,0
20,attn_out,ko,tier_2,transliteration,-0.0371,0.0346,20,0
20,mlp_out,ko,tier_2,transliteration,-0.0376,0.057,20,0
21,residual,ko,tier_2,transliteration,-0.1369,0.1228,20,0
21,attn_out,ko,tier_2,transliteration,0.0139,0.0182,20,0
21,mlp_out,ko,tier_2,transliteration,-0.0751,0.0372,20,0
22,residual,ko,tier_2,transliteration,-0.0939,0.1161,20,0
22,attn_out,ko,tier_2,transliteration,-0.0136,0.0215,20,0
22,mlp_out,ko,tier_2,transliteration,-0.0021,0.037,20,0
23,residual,ko,tier_2,transliteration,-0.0794,0.1167,20,0
23,attn_out,ko,tier_2,transliteration,-0.0325,0.0294,20,0
23,mlp_out,ko,tier_2,transliteration,-0.0648,0.0382,20,0
24,residual,ko,tier_2,transliteration,-0.0983,0.1254,20,0
24,attn_out,ko,tier_2,transliteration,-0.0239,0.0397,20,0
24,mlp_out,ko,tier_2,transliteration,-0.089,0.0556,20,0
25,residual,ko,tier_2,transliteration,-0.1254,0.1232,20,0
25,attn_out,ko,tier_2,transliteration,-0.0025,0.0331,20,0
25,mlp_out,ko,tier_2,transliteration,-0.0112,0.0332,20,0
26,residual,ko,tier_2,transliteration,-0.1851,0.1085,20,0
26,attn_out,ko,tier_2,transliteration,0.0002,0.0416,20,0
26,mlp_out,ko,tier_2,transliteration,-0.0295,0.0252,20,0
27,residual,ko,tier_2,transliteration,-0.1637,0.1221,20,0
27,attn_out,ko,tier_2,transliteration,0.0642,0.0152,20,0
27,mlp_out,ko,tier_2,transliteration,-0.0355,0.0677,20,0
28,residual,ko,tier_2,transliteration,-0.1265,0.1261,20,0
28,attn_out,ko,tier_2,transliteration,-0.0194,0.0352,20,0
28,mlp_out,ko,tier_2,transliteration,-0.0247,0.0501,20,0
29,residual,ko,tier_2,transliteration,-0.0293,0.0779,20,0
29,attn_out,ko,tier_2,transliteration,-0.0085,0.0194,20,0
29,mlp_out,ko,tier_2,transliteration,-0.0213,0.0545,20,0
30,residual,ko,tier_2,transliteration,0.0698,0.0418,20,0
30,attn_out,ko,tier_2,transliteration,-0.0174,0.016,20,0
30,mlp_out,ko,tier_2,transliteration,0.0586,0.0424,20,0
31,residual,ko,tier_2,transliteration,0.0,0.0,20,0
31,attn_out,ko,tier_2,transliteration,0.0,0.0,20,0
31,mlp_out,ko,tier_2,transliteration,0.0,0.0,20,0
0,residual,ja,tier_2,transliteration,-0.2032,0.6925,20,0
0,attn_out,ja,tier_2,transliteration,0.0135,0.2499,20,0
0,mlp_out,ja,tier_2,transliteration,-0.174,0.2618,20,0
1,residual,ja,tier_2,transliteration,-0.1978,0.4828,20,0
1,attn_out,ja,tier_2,transliteration,0.3307,0.1924,20,0
1,mlp_out,ja,tier_2,transliteration,0.0694,0.1408,20,0
2,residual,ja,tier_2,transliteration,-0.0568,0.5646,20,0
2,attn_out,ja,tier_2,transliteration,-0.0269,0.056,20,0
2,mlp_out,ja,tier_2,transliteration,0.2982,0.2004,20,0
3,residual,ja,tier_2,transliteration,-0.1245,0.5253,20,0
3,attn_out,ja,tier_2,transliteration,-0.0502,0.1412,20,0
3,mlp_out,ja,tier_2,transliteration,0.0826,0.178,20,0
4,residual,ja,tier_2,transliteration,-0.1578,0.5191,20,0
4,attn_out,ja,tier_2,transliteration,-0.0658,0.125,20,0
4,mlp_out,ja,tier_2,transliteration,0.1567,0.3528,20,0
5,residual,ja,tier_2,transliteration,-0.1542,0.4684,20,0
5,attn_out,ja,tier_2,transliteration,0.0547,0.1119,20,0
5,mlp_out,ja,tier_2,transliteration,-0.0781,0.1713,20,0
6,residual,ja,tier_2,transliteration,-0.1107,0.375,20,0
6,attn_out,ja,tier_2,transliteration,-0.1493,0.1406,20,0
6,mlp_out,ja,tier_2,transliteration,0.0623,0.2211,20,0
7,residual,ja,tier_2,transliteration,0.0034,0.2455,20,0
7,attn_out,ja,tier_2,transliteration,0.0762,0.1848,20,0
7,mlp_out,ja,tier_2,transliteration,0.1005,0.1387,20,0
8,residual,ja,tier_2,transliteration,0.0333,0.2646,20,0
8,attn_out,ja,tier_2,transliteration,-0.029,0.0889,20,0
8,mlp_out,ja,tier_2,transliteration,0.2379,0.2683,20,0
9,residual,ja,tier_2,transliteration,0.1308,0.2754,20,0
9,attn_out,ja,tier_2,transliteration,0.0113,0.0721,20,0
9,mlp_out,ja,tier_2,transliteration,0.0457,0.1977,20,0
10,residual,ja,tier_2,transliteration,0.1209,0.2206,20,0
10,attn_out,ja,tier_2,transliteration,0.1289,0.1034,20,0
10,mlp_out,ja,tier_2,transliteration,-0.1304,0.1477,20,0
11,residual,ja,tier_2,transliteration,0.1872,0.1928,20,0
11,attn_out,ja,tier_2,transliteration,-0.0561,0.0542,20,0
11,mlp_out,ja,tier_2,transliteration,0.1587,0.2881,20,0
12,residual,ja,tier_2,transliteration,0.2918,0.1137,20,0
12,attn_out,ja,tier_2,transliteration,0.0191,0.0959,20,0
12,mlp_out,ja,tier_2,transliteration,0.0786,0.0697,20,0
13,residual,ja,tier_2,transliteration,0.216,0.0664,20,0
13,attn_out,ja,tier_2,transliteration,-0.0842,0.0756,20,0
13,mlp_out,ja,tier_2,transliteration,0.0896,0.1532,20,0
14,residual,ja,tier_2,transliteration,0.2011,0.143,20,0
14,attn_out,ja,tier_2,transliteration,0.1149,0.0599,20,0
14,mlp_out,ja,tier_2,transliteration,-0.0547,0.1073,20,0
15,residual,ja,tier_2,transliteration,-0.0685,0.3143,20,0
15,attn_out,ja,tier_2,transliteration,0.0084,0.0777,20,0
15,mlp_out,ja,tier_2,transliteration,0.029,0.1536,20,0
16,residual,ja,tier_2,transliteration,-0.1566,0.3054,20,0
16,attn_out,ja,tier_2,transliteration,-0.0085,0.0751,20,0
16,mlp_out,ja,tier_2,transliteration,0.1149,0.0741,20,0
17,residual,ja,tier_2,transliteration,-0.049,0.114,20,0
17,attn_out,ja,tier_2,transliteration,0.0069,0.0242,20,0
17,mlp_out,ja,tier_2,transliteration,-0.0432,0.0395,20,0
18,residual,ja,tier_2,transliteration,-0.0228,0.1063,20,0
18,attn_out,ja,tier_2,transliteration,0.0593,0.0345,20,0
18,mlp_out,ja,tier_2,transliteration,0.0317,0.0297,20,0
19,residual,ja,tier_2,transliteration,-0.1112,0.0447,20,0
19,attn_out,ja,tier_2,transliteration,-0.0262,0.023,20,0
19,mlp_out,ja,tier_2,transliteration,-0.0365,0.0396,20,0
20,residual,ja,tier_2,transliteration,-0.0775,0.0828,20,0
20,attn_out,ja,tier_2,transliteration,0.0111,0.0372,20,0
20,mlp_out,ja,tier_2,transliteration,0.0106,0.0214,20,0
21,residual,ja,tier_2,transliteration,-0.0752,0.0843,20,0
21,attn_out,ja,tier_2,transliteration,0.0008,0.0116,20,0
21,mlp_out,ja,tier_2,transliteration,-0.023,0.0089,20,0
22,residual,ja,tier_2,transliteration,-0.0311,0.0323,20,0
22,attn_out,ja,tier_2,transliteration,0.0085,0.0099,20,0
22,mlp_out,ja,tier_2,transliteration,-0.0176,0.0391,20,0
23,residual,ja,tier_2,transliteration,-0.0414,0.0252,20,0
23,attn_out,ja,tier_2,transliteration,-0.0019,0.0044,20,0
23,mlp_out,ja,tier_2,transliteration,-0.0125,0.0379,20,0
24,residual,ja,tier_2,transliteration,0.0033,0.0216,20,0
24,attn_out,ja,tier_2,transliteration,0.0006,0.0228,20,0
24,mlp_out,ja,tier_2,transliteration,-0.0193,0.0298,20,0
25,residual,ja,tier_2,transliteration,0.0202,0.0475,20,0
25,attn_out,ja,tier_2,transliteration,0.009,0.015,20,0
25,mlp_out,ja,tier_2,transliteration,-0.0137,0.0191,20,0
26,residual,ja,tier_2,transliteration,0.0253,0.0486,20,0
26,attn_out,ja,tier_2,transliteration,0.008,0.0063,20,0
26,mlp_out,ja,tier_2,transliteration,-0.0072,0.0209,20,0
27,residual,ja,tier_2,transliteration,0.0033,0.0369,20,0
27,attn_out,ja,tier_2,transliteration,0.0146,0.0136,20,0
27,mlp_out,ja,tier_2,transliteration,-0.0222,0.0253,20,0
28,residual,ja,tier_2,transliteration,-0.0092,0.0291,20,0
28,attn_out,ja,tier_2,transliteration,0.0006,0.0057,20,0
28,mlp_out,ja,tier_2,transliteration,0.0064,0.0313,20,0
29,residual,ja,tier_2,transliteration,-0.0057,0.0232,20,0
29,attn_out,ja,tier_2,transliteration,-0.0039,0.0044,20,0
29,mlp_out,ja,tier_2,transliteration,-0.0265,0.0396,20,0
30,residual,ja,tier_2,transliteration,-0.0105,0.0421,20,0
30,attn_out,ja,tier_2,transliteration,-0.0039,0.0071,20,0
30,mlp_out,ja,tier_2,transliteration,-0.0126,0.0372,20,0
31,residual,ja,tier_2,transliteration,0.0,0.0,20,0
31,attn_out,ja,tier_2,transliteration,0.0,0.0,20,0
31,mlp_out,ja,tier_2,transliteration,0.0,0.0,20,0
0,residual,tr,tier_3,transliteration,-0.2624,0.561,20,0
0,attn_out,tr,tier_3,transliteration,-0.1099,0.3508,20,0
0,mlp_out,tr,tier_3,transliteration,-0.4099,0.4793,20,0
1,residual,tr,tier_3,transliteration,-0.3992,0.5511,20,0
1,attn_out,tr,tier_3,transliteration,-0.1372,0.1511,20,0
1,mlp_out,tr,tier_3,transliteration,-0.1564,0.2248,20,0
2,residual,tr,tier_3,transliteration,-0.6083,0.5844,20,0
2,attn_out,tr,tier_3,transliteration,-0.0186,0.0981,20,0
2,mlp_out,tr,tier_3,transliteration,0.0038,0.1843,20,0
3,residual,tr,tier_3,transliteration,-0.6985,0.5747,20,0
3,attn_out,tr,tier_3,transliteration,0.0408,0.2097,20,0
3,mlp_out,tr,tier_3,transliteration,-0.1,0.1047,20,0
4,residual,tr,tier_3,transliteration,-0.839,0.6012,20,0
4,attn_out,tr,tier_3,transliteration,0.0322,0.0599,20,0
4,mlp_out,tr,tier_3,transliteration,-0.1998,0.4169,20,0
5,residual,tr,tier_3,transliteration,-1.0204,0.6263,20,0
5,attn_out,tr,tier_3,transliteration,-0.2226,0.2326,20,0
5,mlp_out,tr,tier_3,transliteration,-0.08,0.3523,20,0
6,residual,tr,tier_3,transliteration,-1.0957,0.6097,20,0
6,attn_out,tr,tier_3,transliteration,0.0547,0.2815,20,0
6,mlp_out,tr,tier_3,transliteration,0.041,0.1717,20,0
7,residual,tr,tier_3,transliteration,-1.1972,0.4873,20,0
7,attn_out,tr,tier_3,transliteration,0.0102,0.266,20,0
7,mlp_out,tr,tier_3,transliteration,-0.056,0.2472,20,0
8,residual,tr,tier_3,transliteration,-1.2047,0.5009,20,0
8,attn_out,tr,tier_3,transliteration,-0.1198,0.1366,20,0
8,mlp_out,tr,tier_3,transliteration,-0.3118,0.2417,20,0
9,residual,tr,tier_3,transliteration,-1.2648,0.5046,20,0
9,attn_out,tr,tier_3,transliteration,0.0066,0.0921,20,0
9,mlp_out,tr,tier_3,transliteration,0.0489,0.1307,20,0
10,residual,tr,tier_3,transliteration,-1.2399,0.529,20,0
10,attn_out,tr,tier_3,transliteration,0.0105,0.0536,20,0
10,mlp_out,tr,tier_3,transliteration,-0.0092,0.3722,20,0
11,residual,tr,tier_3,transliteration,-1.2138,0.4677,20,0
11,attn_out,tr,tier_3,transliteration,-0.1004,0.2078,20,0
11,mlp_out,tr,tier_3,transliteration,-0.0046,0.1774,20,0
12,residual,tr,tier_3,transliteration,-1.154,0.5713,20,0
12,attn_out,tr,tier_3,transliteration,0.1101,0.0782,20,0
12,mlp_out,tr,tier_3,transliteration,-0.0673,0.2178,20,0
13,residual,tr,tier_3,transliteration,-1.0636,0.5349,20,0
13,attn_out,tr,tier_3,transliteration,-0.0746,0.1633,20,0
13,mlp_out,tr,tier_3,transliteration,0.0488,0.108,20,0
14,residual,tr,tier_3,transliteration,-1.1322,0.3551,20,0
14,attn_out,tr,tier_3,transliteration,-0.0608,0.1702,20,0
14,mlp_out,tr,tier_3,transliteration,-0.3919,0.2762,20,0
15,residual,tr,tier_3,transliteration,-1.1305,0.3142,20,0
15,attn_out,tr,tier_3,transliteration,-0.0403,0.0801,20,0
15,mlp_out,tr,tier_3,transliteration,-0.0869,0.2331,20,0
16,residual,tr,tier_3,transliteration,-1.1859,0.2445,20,0
16,attn_out,tr,tier_3,transliteration,-0.0537,0.0723,20,0
16,mlp_out,tr,tier_3,transliteration,-0.0725,0.2359,20,0
17,residual,tr,tier_3,transliteration,-0.7246,0.1781,20,0
17,attn_out,tr,tier_3,transliteration,-0.0324,0.0715,20,0
17,mlp_out,tr,tier_3,transliteration,-0.0785,0.1067,20,0
18,residual,tr,tier_3,transliteration,-0.5892,0.1442,20,0
18,attn_out,tr,tier_3,transliteration,-0.0886,0.0826,20,0
18,mlp_out,tr,tier_3,transliteration,0.0362,0.0689,20,0
19,residual,tr,tier_3,transliteration,-0.1859,0.1337,20,0
19,attn_out,tr,tier_3,transliteration,-0.0452,0.031,20,0
19,mlp_out,tr,tier_3,transliteration,-0.0221,0.0877,20,0
20,residual,tr,tier_3,transliteration,-0.1216,0.122,20,0
20,attn_out,tr,tier_3,transliteration,0.0121,0.0214,20,0
20,mlp_out,tr,tier_3,transliteration,-0.0425,0.0605,20,0
21,residual,tr,tier_3,transliteration,-0.0793,0.1124,20,0
21,attn_out,tr,tier_3,transliteration,0.0255,0.0292,20,0
21,mlp_out,tr,tier_3,transliteration,0.0072,0.0335,20,0
22,residual,tr,tier_3,transliteration,-0.0536,0.0843,20,0
22,attn_out,tr,tier_3,transliteration,-0.0051,0.0178,20,0
22,mlp_out,tr,tier_3,transliteration,-0.1111,0.0615,20,0
23,residual,tr,tier_3,transliteration,-0.0463,0.079,20,0
23,attn_out,tr,tier_3,transliteration,-0.0307,0.0435,20,0
23,mlp_out,tr,tier_3,transliteration,-0.0427,0.1074,20,0
24,residual,tr,tier_3,transliteration,-0.0751,0.0413,20,0
24,attn_out,tr,tier_3,transliteration,-0.0312,0.0252,20,0
24,mlp_out,tr,tier_3,transliteration,-0.0642,0.0791,20,0
25,residual,tr,tier_3,transliteration,-0.0621,0.0476,20,0
25,attn_out,tr,tier_3,transliteration,0.031,0.0448,20,0
25,mlp_out,tr,tier_3,transliteration,-0.0166,0.0308,20,0
26,residual,tr,tier_3,transliteration,-0.0637,0.0421,20,0
26,attn_out,tr,tier_3,transliteration,-0.0329,0.0169,20,0
26,mlp_out,tr,tier_3,transliteration,0.0469,0.0533,20,0
27,residual,tr,tier_3,transliteration,-0.0591,0.0551,20,0
27,attn_out,tr,tier_3,transliteration,0.01,0.0125,20,0
27,mlp_out,tr,tier_3,transliteration,-0.0869,0.0676,20,0
28,residual,tr,tier_3,transliteration,-0.0381,0.0507,20,0
28,attn_out,tr,tier_3,transliteration,0.0188,0.03,20,0
28,mlp_out,tr,tier_3,transliteration,-0.0239,0.0746,20,0
29,residual,tr,tier_3,transliteration,-0.0466,0.0796,20,0
29,attn_out,tr,tier_3,transliteration,-0.044,0.024,20,0
29,mlp_out,tr,tier_3,transliteration,-0.0984,0.0617,20,0
30,residual,tr,tier_3,transliteration,0.0349,0.1021,20,0
30,attn_out,tr,tier_3,transliteration,0.0021,0.0132,20,0
30,mlp_out,tr,tier_3,transliteration,-0.0094,0.0522,20,0
31,residual,tr,tier_3,transliteration,0.0,0.0,20,0
31,attn_out,tr,tier_3,transliteration,0.0,0.0,20,0
31,mlp_out,tr,tier_3,transliteration,0.0,0.0,20,0
0,residual,id,tier_3,transliteration,-0.2,0.3148,20,0
0,attn_out,id,tier_3,transliteration,-0.0239,0.2464,20,0
0,mlp_out,id,tier_3,transliteration,-0.1079,0.3527,20,0
1,residual,id,tier_3,transliteration,-0.1615,0.285,20,0
1,attn_out,id,tier_3,transliteration,-0.1276,0.2157,20,0
1,mlp_out,id,tier_3,transliteration,-0.0785,0.1042,20,0
2,residual,id,tier_3,transliteration,-0.2789,0.2545,20,0
2,attn_out,id,tier_3,transliteration,-0.0659,0.2277,20,0
2,mlp_out,id,tier_3,transliteration,-0.1258,0.0871,20,0
3,residual,id,tier_3,transliteration,-0.2986,0.2609,20,0
3,attn_out,id,tier_3,transliteration,-0.0308,0.1268,20,0
3,mlp_out,id,tier_3,transliteration,-0.194,0.1226,20,0
4,residual,id,tier_3,transliteration,-0.2627,0.3028,20,0
4,attn_out,id,tier_3,transliteration,-0.0059,0.0702,20,0
4,mlp_out,id,tier_3,transliteration,-0.2247,0.2167,20,0
5,residual,id,tier_3,transliteration,-0.2513,0.3398,20,0
5,attn_out,id,tier_3,transliteration,-0.0777,0.2297,20,0
5,mlp_out,id,tier_3,transliteration,-0.3499,0.1864,20,0
6,residual,id,tier_3,transliteration,-0.1077,0.3205,20,0
6,attn_out,id,tier_3,transliteration,-0.0772,0.136,20,0
6,mlp_out,id,tier_3,transliteration,-0.1723,0.2471,20,0
7,residual,id,tier_3,transliteration,-0.1378,0.332,20,0
7,attn_out,id,tier_3,transliteration,0.0657,0.1061,20,0
7,mlp_out,id,tier_3,transliteration,-0.0618,0.1872,20,0
8,residual,id,tier_3,transliteration,-0.2373,0.3386,20,0
8,attn_out,id,tier_3,transliteration,-0.0786,0.1149,20,0
8,mlp_out,id,tier_3,transliteration,0.0487,0.2091,20,0
9,residual,id,tier_3,transliteration,-0.1151,0.2961,20,0
9,attn_out,id,tier_3,transliteration,-0.0238,0.1028,20,0
9,mlp_out,id,tier_3,transliteration,0.1759,0.1291,20,0
10,residual,id,tier_3,transliteration,-0.0749,0.3039,20,0
10,attn_out,id,tier_3,transliteration,-0.0199,0.1456,20,0
10,mlp_out,id,tier_3,transliteration,0.2221,0.1609,20,0
11,residual,id,tier_3,transliteration,-0.1337,0.3037,20,0
11,attn_out,id,tier_3,transliteration,0.0265,0.0721,20,0
11,mlp_out,id,tier_3,transliteration,0.1263,0.1401,20,0
12,residual,id,tier_3,transliteration,-0.112,0.2916,20,0
12,attn_out,id,tier_3,transliteration,-0.0036,0.1289,20,0
12,mlp_out,id,tier_3,transliteration,-0.1037,0.0562,20,0
13,residual,id,tier_3,transliteration,-0.1018,0.2759,20,0
13,attn_out,id,tier_3,transliteration,0.0062,0.0949,20,0
13,mlp_out,id,tier_3,transliteration,-0.0933,0.1523,20,0
14,residual,id,tier_3,transliteration,-0.1277,0.2696,20,0
14,attn_out,id,tier_3,transliteration,0.0245,0.1627,20,0
14,mlp_out,id,tier_3,transliteration,-0.0511,0.1331,20,0
15,residual,id,tier_3,transliteration,-0.0585,0.2388,20,0
15,attn_out,id,tier_3,transliteration,0.0086,0.0778,20,0
15,mlp_out,id,tier_3,transliteration,-0.0102,0.102,20,0
16,residual,id,tier_3,transliteration,-0.0327,0.2552,20,0
16,attn_out,id,tier_3,transliteration,0.0158,0.0695,20,0
16,mlp_out,id,tier_3,transliteration,-0.0314,0.1133,20,0
17,residual,id,tier_3,transliteration,0.1908,0.1229,20,0
17,attn_out,id,tier_3,transliteration,0.0192,0.0397,20,0
17,mlp_out,id,tier_3,transliteration,0.0771,0.0928,20,0
18,residual,id,tier_3,transliteration,0.2054,0.1315,20,0
18,attn_out,id,tier_3,transliteration,0.0521,0.0722,20,0
18,mlp_out,id,tier_3,transliteration,0.0583,0.129,20,0
19,residual,id,tier_3,transliteration,0.2316,0.0888,20,0
19,attn_out,id,tier_3,transliteration,0.0475,0.0527,20,0
19,mlp_out,id,tier_3,transliteration,0.0147,0.1097,20,0
20,residual,id,tier_3,transliteration,0.1529,0.0976,20,0
20,attn_out,id,tier_3,transliteration,0.0413,0.043,20,0
20,mlp_out,id,tier_3,transliteration,0.1293,0.0972,20,0
21,residual,id,tier_3,transliteration,0.1562,0.0943,20,0
21,attn_out,id,tier_3,transliteration,-0.022,0.0418,20,0
21,mlp_out,id,tier_3,transliteration,-0.0931,0.1172,20,0
22,residual,id,tier_3,transliteration,0.1602,0.0948,20,0
22,attn_out,id,tier_3,transliteration,0.0258,0.0129,20,0
22,mlp_out,id,tier_3,transliteration,-0.0355,0.0416,20,0
23,residual,id,tier_3,transliteration,0.1524,0.0849,20,0
23,attn_out,id,tier_3,transliteration,0.0421,0.0633,20,0
23,mlp_out,id,tier_3,transliteration,-0.0778,0.0831,20,0
24,residual,id,tier_3,transliteration,0.1598,0.0844,20,0
24,attn_out,id,tier_3,transliteration,0.0108,0.0488,20,0
24,mlp_out,id,tier_3,transliteration,0.0126,0.0628,20,0
25,residual,id,tier_3,transliteration,0.162,0.0847,20,0
25,attn_out,id,tier_3,transliteration,0.0359,0.0213,20,0
25,mlp_out,id,tier_3,transliteration,0.0004,0.0844,20,0
26,residual,id,tier_3,transliteration,0.1533,0.0735,20,0
26,attn_out,id,tier_3,transliteration,0.0287,0.0162,20,0
26,mlp_out,id,tier_3,transliteration,0.1105,0.1033,20,0
27,residual,id,tier_3,transliteration,0.1372,0.0709,20,0
27,attn_out,id,tier_3,transliteration,0.0312,0.0428,20,0
27,mlp_out,id,tier_3,transliteration,0.0302,0.0453,20,0
28,residual,id,tier_3,transliteration,0.1284,0.0505,20,0
28,attn_out,id,tier_3,transliteration,-0.0133,0.016,20,0
28,mlp_out,id,tier_3,transliteration,0.0389,0.0881,20,0
29,residual,id,tier_3,transliteration,0.1493,0.0461,20,0
29,attn_out,id,tier_3,transliteration,-0.0189,0.0194,20,0
29,mlp_out,id,tier_3,transliteration,-0.0423,0.0239,20,0
30,residual,id,tier_3,transliteration,0.1138,0.0291,20,0
30,attn_out,id,tier_3,transliteration,-0.0137,0.0101,20,0
30,mlp_out,id,tier_3,transliteration,0.057,0.0389,20,0
31,residual,id,tier_3,transliteration,0.0,0.0,20,0
31,attn_out,id,tier_3,transliteration,0.0,0.0,20,0
31,mlp_out,id,tier_3,transliteration,0.0,0.0,20,0
0,residual,hi,tier_3,transliteration,-0.6764,0.5433,20,0
0,attn_out,hi,tier_3,transliteration,0.0021,0.0925,20,0
0,mlp_out,hi,tier_3,transliteration,-0.6154,0.5295,20,0
1,residual,hi,tier_3,transliteration,-0.61,0.6867,20,0
1,attn_out,hi,tier_3,transliteration,0.1429,0.2202,20,0
1,mlp_out,hi,tier_3,transliteration,0.035,0.2172,20,0
2,residual,hi,tier_3,transliteration,-0.5393,0.5745,20,0
2,attn_out,hi,tier_3,transliteration,0.125,0.1252,20,0
2,mlp_out,hi,tier_3,transliteration,0.2161,0.1381,20,0
3,residual,hi,tier_3,transliteration,-0.5958,0.5342,20,0
3,attn_out,hi,tier_3,transliteration,0.0236,0.0834,20,0
3,mlp_out,hi,tier_3,transliteration,0.0025,0.1361,20,0
4,residual,hi,tier_3,transliteration,-0.5766,0.4736,20,0
4,attn_out,hi,tier_3,transliteration,0.035,0.1633,20,0
4,mlp_out,hi,tier_3,transliteration,-0.0808,0.3058,20,0
5,residual,hi,tier_3,transliteration,-0.603,0.495,20,0
5,attn_out,hi,tier_3,transliteration,-0.1009,0.1584,20,0
5,mlp_out,hi,tier_3,transliteration,-0.0024,0.27,20,0
6,residual,hi,tier_3,transliteration,-0.4981,0.5158,20,0
6,attn_out,hi,tier_3,transliteration,-0.005,0.2587,20,0
6,mlp_out,hi,tier_3,transliteration,-0.2415,0.1768,20,0
7,residual,hi,tier_3,transliteration,-0.4016,0.3855,20,0
7,attn_out,hi,tier_3,transliteration,-0.0678,0.1542,20,0
7,mlp_out,hi,tier_3,transliteration,0.1418,0.1794,20,0
8,residual,hi,tier_3,transliteration,-0.3668,0.3421,20,0
8,attn_out,hi,tier_3,transliteration,0.0515,0.0197,20,0
8,mlp_out,hi,tier_3,transliteration,-0.2082,0.1888,20,0
9,residual,hi,tier_3,transliteration,-0.35,0.2972,20,0
9,attn_out,hi,tier_3,transliteration,0.0663,0.1509,20,0
9,mlp_out,hi,tier_3,transliteration,0.0596,0.1495,20,0
10,residual,hi,tier_3,transliteration,-0.3128,0.3037,20,0
10,attn_out,hi,tier_3,transliteration,-0.0426,0.1615,20,0
10,mlp_out,hi,tier_3,transliteration,0.0577,0.2538,20,0
11,residual,hi,tier_3,transliteration,-0.3322,0.2986,20,0
11,attn_out,hi,tier_3,transliteration,0.032,0.0898,20,0
11,mlp_out,hi,tier_3,transliteration,0.0089,0.1678,20,0
12,residual,hi,tier_3,transliteration,-0.2641,0.3096,20,0
12,attn_out,hi,tier_3,transliteration,-0.0317,0.0967,20,0
12,mlp_out,hi,tier_3,transliteration,0.1928,0.1063,20,0
13,residual,hi,tier_3,transliteration,-0.2423,0.3007,20,0
13,attn_out,hi,tier_3,transliteration,0.1085,0.0832,20,0
13,mlp_out,hi,tier_3,transliteration,0.1488,0.1326,20,0
14,residual,hi,tier_3,transliteration,-0.3732,0.3352,20,0
14,attn_out,hi,tier_3,transliteration,0.1247,0.0971,20,0
14,mlp_out,hi,tier_3,transliteration,-0.1549,0.1438,20,0
15,residual,hi,tier_3,transliteration,-0.4123,0.4164,20,0
15,attn_out,hi,tier_3,transliteration,-0.0176,0.0855,20,0
15,mlp_out,hi,tier_3,transliteration,0.0748,0.1789,20,0
16,residual,hi,tier_3,transliteration,-0.5137,0.4861,20,0
16,attn_out,hi,tier_3,transliteration,-0.0441,0.0655,20,0
16,mlp_out,hi,tier_3,transliteration,0.0556,0.1935,20,0
17,residual,hi,tier_3,transliteration,-0.2607,0.2366,20,0
17,attn_out,hi,tier_3,transliteration,-0.006,0.0519,20,0
17,mlp_out,hi,tier_3,transliteration,-0.0879,0.0879,20,0
18,residual,hi,tier_3,transliteration,-0.2206,0.2364,20,0
18,attn_out,hi,tier_3,transliteration,0.0122,0.062,20,0
18,mlp_out,hi,tier_3,transliteration,-0.0015,0.1153,20,0
19,residual,hi,tier_3,transliteration,-0.1233,0.1595,20,0
19,attn_out,hi,tier_3,transliteration,-0.0213,0.0531,20,0
19,mlp_out,hi,tier_3,transliteration,0.0037,0.0895,20,0
20,residual,hi,tier_3,transliteration,-0.1613,0.0893,20,0
20,attn_out,hi,tier_3,transliteration,0.0269,0.0753,20,0
20,mlp_out,hi,tier_3,transliteration,-0.0284,0.0952,20,0
21,residual,hi,tier_3,transliteration,-0.1333,0.1168,20,0
21,attn_out,hi,tier_3,transliteration,-0.0256,0.035,20,0
21,mlp_out,hi,tier_3,transliteration,-0.0456,0.1028,20,0
22,residual,hi,tier_3,transliteration,-0.0878,0.1465,20,0
22,attn_out,hi,tier_3,transliteration,0.0076,0.0365,20,0
22,mlp_out,hi,tier_3,transliteration,-0.0289,0.0456,20,0
23,residual,hi,tier_3,transliteration,-0.0865,0.1554,20,0
23,attn_out,hi,tier_3,transliteration,0.0411,0.0413,20,0
