layer,component,language,tier,perturbation,mean_delta,std_delta,n_pairs_used,n_pairs_skipped
5,residual,ar,tier_2,standard_translation,0.0086,0.2721,20,0
5,attn_out,ar,tier_2,standard_translation,-0.0322,0.1495,20,0
5,mlp_out,ar,tier_2,standard_translation,0.1217,0.249,20,0
6,residual,ar,tier_2,standard_translation,-0.007,0.1844,20,0
6,attn_out,ar,tier_2,standard_translation,-0.0025,0.0634,20,0
6,mlp_out,ar,tier_2,standard_translation,0.0368,0.1361,20,0
7,residual,ar,tier_2,standard_translation,-0.0511,0.124,20,0
7,attn_out,ar,tier_2,standard_translation,-0.0559,0.0544,20,0
7,mlp_out,ar,tier_2,standard_translation,0.023,0.0981,20,0
8,residual,ar,tier_2,standard_translation,-0.0502,0.1426,20,0
8,attn_out,ar,tier_2,standard_translation,-0.005,0.0273,20,0
8,mlp_out,ar,tier_2,standard_translation,0.0151,0.0245,20,0
9,residual,ar,tier_2,standard_translation,-0.0531,0.1864,20,0
9,attn_out,ar,tier_2,standard_translation,0.0136,0.0377,20,0
9,mlp_out,ar,tier_2,standard_translation,-0.0063,0.1046,20,0
10,residual,ar,tier_2,standard_translation,-0.0743,0.1332,20,0
10,attn_out,ar,tier_2,standard_translation,-0.018,0.0433,20,0
10,mlp_out,ar,tier_2,standard_translation,0.0366,0.0399,20,0
11,residual,ar,tier_2,standard_translation,-0.0727,0.1068,20,0
11,attn_out,ar,tier_2,standard_translation,-0.0329,0.0404,20,0
11,mlp_out,ar,tier_2,standard_translation,-0.0478,0.1473,20,0
12,residual,ar,tier_2,standard_translation,-0.062,0.1407,20,0
12,attn_out,ar,tier_2,standard_translation,0.023,0.0297,20,0
12,mlp_out,ar,tier_2,standard_translation,-0.0168,0.0371,20,0
13,residual,ar,tier_2,standard_translation,-0.0816,0.1705,20,0
13,attn_out,ar,tier_2,standard_translation,0.0091,0.0349,20,0
13,mlp_out,ar,tier_2,standard_translation,-0.0018,0.0441,20,0
14,residual,ar,tier_2,standard_translation,-0.0872,0.1961,20,0
14,attn_out,ar,tier_2,standard_translation,0.0076,0.0227,20,0
14,mlp_out,ar,tier_2,standard_translation,-0.0176,0.0376,20,0
15,residual,ar,tier_2,standard_translation,-0.0436,0.1676,20,0
15,attn_out,ar,tier_2,standard_translation,0.0099,0.0191,20,0
15,mlp_out,ar,tier_2,standard_translation,0.0252,0.0406,20,0
16,residual,ar,tier_2,standard_translation,-0.0411,0.1755,20,0
16,attn_out,ar,tier_2,standard_translation,0.0,0.0134,20,0
16,mlp_out,ar,tier_2,standard_translation,-0.0094,0.0197,20,0
17,residual,ar,tier_2,standard_translation,-0.0179,0.0668,20,0
17,attn_out,ar,tier_2,standard_translation,-0.0057,0.006,20,0
17,mlp_out,ar,tier_2,standard_translation,0.0101,0.0098,20,0
18,residual,ar,tier_2,standard_translation,-0.0158,0.0674,20,0
18,attn_out,ar,tier_2,standard_translation,-0.0105,0.0198,20,0
18,mlp_out,ar,tier_2,standard_translation,0.0019,0.0147,20,0
19,residual,ar,tier_2,standard_translation,-0.0048,0.0626,20,0
19,attn_out,ar,tier_2,standard_translation,0.0023,0.0037,20,0
19,mlp_out,ar,tier_2,standard_translation,-0.0012,0.0159,20,0
20,residual,ar,tier_2,standard_translation,-0.0105,0.0684,20,0
20,attn_out,ar,tier_2,standard_translation,-0.0017,0.0108,20,0
20,mlp_out,ar,tier_2,standard_translation,0.0074,0.0188,20,0
21,residual,ar,tier_2,standard_translation,-0.0101,0.0502,20,0
21,attn_out,ar,tier_2,standard_translation,0.0005,0.0054,20,0
21,mlp_out,ar,tier_2,standard_translation,0.0037,0.015,20,0
22,residual,ar,tier_2,standard_translation,-0.0084,0.0524,20,0
22,attn_out,ar,tier_2,standard_translation,-0.0005,0.0035,20,0
22,mlp_out,ar,tier_2,standard_translation,0.0075,0.0252,20,0
23,residual,ar,tier_2,standard_translation,0.0012,0.0581,20,0
23,attn_out,ar,tier_2,standard_translation,-0.0056,0.007,20,0
23,mlp_out,ar,tier_2,standard_translation,0.0019,0.0057,20,0
24,residual,ar,tier_2,standard_translation,0.0173,0.0322,20,0
24,attn_out,ar,tier_2,standard_translation,-0.0013,0.0034,20,0
24,mlp_out,ar,tier_2,standard_translation,0.0023,0.0105,20,0
25,residual,ar,tier_2,standard_translation,0.017,0.0326,20,0
25,attn_out,ar,tier_2,standard_translation,0.0045,0.0056,20,0
25,mlp_out,ar,tier_2,standard_translation,0.0066,0.0218,20,0
26,residual,ar,tier_2,standard_translation,0.0184,0.0312,20,0
26,attn_out,ar,tier_2,standard_translation,0.0025,0.0037,20,0
26,mlp_out,ar,tier_2,standard_translation,0.0073,0.0064,20,0
27,residual,ar,tier_2,standard_translation,0.0128,0.0288,20,0
27,attn_out,ar,tier_2,standard_translation,-0.0026,0.0051,20,0
27,mlp_out,ar,tier_2,standard_translation,0.0113,0.005,20,0
28,residual,ar,tier_2,standard_translation,0.0123,0.027,20,0
28,attn_out,ar,tier_2,standard_translation,-0.0008,0.0013,20,0
28,mlp_out,ar,tier_2,standard_translation,0.0029,0.0085,20,0
29,residual,ar,tier_2,standard_translation,0.0015,0.0274,20,0
29,attn_out,ar,tier_2,standard_translation,-0.0081,0.0105,20,0
29,mlp_out,ar,tier_2,standard_translation,0.0054,0.0177,20,0
30,residual,ar,tier_2,standard_translation,0.0067,0.0187,20,0
30,attn_out,ar,tier_2,standard_translation,-0.0007,0.0015,20,0
30,mlp_out,ar,tier_2,standard_translation,0.0056,0.0133,20,0
31,residual,ar,tier_2,standard_translation,0.0,0.0,20,0
31,attn_out,ar,tier_2,standard_translation,0.0,0.0,20,0
31,mlp_out,ar,tier_2,standard_translation,0.0,0.0,20,0
0,residual,ru,tier_2,standard_translation,-0.5011,0.5852,20,0
0,attn_out,ru,tier_2,standard_translation,-0.2218,0.1305,20,0
0,mlp_out,ru,tier_2,standard_translation,-0.3161,0.5805,20,0
1,residual,ru,tier_2,standard_translation,-0.5304,0.5021,20,0
1,attn_out,ru,tier_2,standard_translation,-0.0761,0.0731,20,0
1,mlp_out,ru,tier_2,standard_translation,-0.0641,0.1549,20,0
2,residual,ru,tier_2,standard_translation,-0.4658,0.4826,20,0
2,attn_out,ru,tier_2,standard_translation,-0.0451,0.0148,20,0
2,mlp_out,ru,tier_2,standard_translation,-0.0068,0.1034,20,0
3,residual,ru,tier_2,standard_translation,-0.4131,0.4485,20,0
3,attn_out,ru,tier_2,standard_translation,-0.0352,0.0905,20,0
3,mlp_out,ru,tier_2,standard_translation,-0.0291,0.0938,20,0
4,residual,ru,tier_2,standard_translation,-0.3907,0.4615,20,0
4,attn_out,ru,tier_2,standard_translation,0.0251,0.0247,20,0
4,mlp_out,ru,tier_2,standard_translation,-0.1096,0.1487,20,0
5,residual,ru,tier_2,standard_translation,-0.3682,0.3824,20,0
5,attn_out,ru,tier_2,standard_translation,-0.121,0.1718,20,0
5,mlp_out,ru,tier_2,standard_translation,-0.1646,0.1088,20,0
6,residual,ru,tier_2,standard_translation,-0.3651,0.3625,20,0
6,attn_out,ru,tier_2,standard_translation,-0.1153,0.057,20,0
6,mlp_out,ru,tier_2,standard_translation,-0.0962,0.1401,20,0
7,residual,ru,tier_2,standard_translation,-0.0325,0.3075,20,0
7,attn_out,ru,tier_2,standard_translation,-0.1064,0.0504,20,0
7,mlp_out,ru,tier_2,standard_translation,-0.0381,0.1204,20,0
8,residual,ru,tier_2,standard_translation,-0.0131,0.3251,20,0
8,attn_out,ru,tier_2,standard_translation,0.0079,0.0445,20,0
8,mlp_out,ru,tier_2,standard_translation,-0.1154,0.1233,20,0
9,residual,ru,tier_2,standard_translation,0.1533,0.3192,20,0
9,attn_out,ru,tier_2,standard_translation,0.0561,0.0492,20,0
9,mlp_out,ru,tier_2,standard_translation,0.0196,0.1822,20,0
10,residual,ru,tier_2,standard_translation,0.158,0.3034,20,0
10,attn_out,ru,tier_2,standard_translation,0.0429,0.1012,20,0
10,mlp_out,ru,tier_2,standard_translation,-0.0043,0.066,20,0
11,residual,ru,tier_2,standard_translation,0.2314,0.3159,20,0
11,attn_out,ru,tier_2,standard_translation,0.0219,0.0337,20,0
11,mlp_out,ru,tier_2,standard_translation,0.0742,0.1613,20,0
12,residual,ru,tier_2,standard_translation,0.2186,0.2207,20,0
12,attn_out,ru,tier_2,standard_translation,0.0267,0.0416,20,0
12,mlp_out,ru,tier_2,standard_translation,-0.0776,0.0767,20,0
13,residual,ru,tier_2,standard_translation,0.2512,0.223,20,0
13,attn_out,ru,tier_2,standard_translation,0.036,0.0377,20,0
13,mlp_out,ru,tier_2,standard_translation,-0.0906,0.1475,20,0
14,residual,ru,tier_2,standard_translation,0.2172,0.2202,20,0
14,attn_out,ru,tier_2,standard_translation,-0.0172,0.0211,20,0
14,mlp_out,ru,tier_2,standard_translation,-0.0509,0.1487,20,0
15,residual,ru,tier_2,standard_translation,0.0778,0.2144,20,0
15,attn_out,ru,tier_2,standard_translation,0.0219,0.0364,20,0
15,mlp_out,ru,tier_2,standard_translation,0.0115,0.056,20,0
16,residual,ru,tier_2,standard_translation,0.0515,0.1751,20,0
16,attn_out,ru,tier_2,standard_translation,-0.002,0.0283,20,0
16,mlp_out,ru,tier_2,standard_translation,-0.0329,0.065,20,0
17,residual,ru,tier_2,standard_translation,0.0208,0.0505,20,0
17,attn_out,ru,tier_2,standard_translation,0.0023,0.0146,20,0
17,mlp_out,ru,tier_2,standard_translation,0.0135,0.0399,20,0
18,residual,ru,tier_2,standard_translation,-0.0047,0.0489,20,0
18,attn_out,ru,tier_2,standard_translation,-0.0023,0.0042,20,0
18,mlp_out,ru,tier_2,standard_translation,-0.0217,0.0589,20,0
19,residual,ru,tier_2,standard_translation,-0.0096,0.0397,20,0
19,attn_out,ru,tier_2,standard_translation,0.0107,0.011,20,0
19,mlp_out,ru,tier_2,standard_translation,-0.0054,0.042,20,0
20,residual,ru,tier_2,standard_translation,0.0285,0.0137,20,0
20,attn_out,ru,tier_2,standard_translation,0.0053,0.017,20,0
20,mlp_out,ru,tier_2,standard_translation,0.0069,0.0276,20,0
21,residual,ru,tier_2,standard_translation,0.0296,0.0168,20,0
21,attn_out,ru,tier_2,standard_translation,0.0106,0.0198,20,0
21,mlp_out,ru,tier_2,standard_translation,-0.0216,0.0572,20,0
22,residual,ru,tier_2,standard_translation,0.0473,0.0173,20,0
22,attn_out,ru,tier_2,standard_translation,0.0038,0.0032,20,0
22,mlp_out,ru,tier_2,standard_translation,0.0019,0.0232,20,0
23,residual,ru,tier_2,standard_translation,0.0456,0.0154,20,0
23,attn_out,ru,tier_2,standard_translation,-0.003,0.0122,20,0
23,mlp_out,ru,tier_2,standard_translation,-0.014,0.0278,20,0
24,residual,ru,tier_2,standard_translation,0.0368,0.0177,20,0
24,attn_out,ru,tier_2,standard_translation,0.0041,0.0052,20,0
24,mlp_out,ru,tier_2,standard_translation,0.007,0.019,20,0
25,residual,ru,tier_2,standard_translation,0.0394,0.0226,20,0
25,attn_out,ru,tier_2,standard_translation,-0.0041,0.0118,20,0
25,mlp_out,ru,tier_2,standard_translation,0.0083,0.0165,20,0
26,residual,ru,tier_2,standard_translation,0.054,0.0095,20,0
26,attn_out,ru,tier_2,standard_translation,0.0044,0.0071,20,0
26,mlp_out,ru,tier_2,standard_translation,0.0231,0.006,20,0
27,residual,ru,tier_2,standard_translation,0.0514,0.0103,20,0
27,attn_out,ru,tier_2,standard_translation,0.0007,0.0065,20,0
27,mlp_out,ru,tier_2,standard_translation,0.0063,0.0146,20,0
28,residual,ru,tier_2,standard_translation,0.0282,0.0231,20,0
28,attn_out,ru,tier_2,standard_translation,-0.0006,0.008,20,0
28,mlp_out,ru,tier_2,standard_translation,0.0115,0.0125,20,0
29,residual,ru,tier_2,standard_translation,0.0165,0.015,20,0
29,attn_out,ru,tier_2,standard_translation,0.002,0.0049,20,0
29,mlp_out,ru,tier_2,standard_translation,0.0053,0.0146,20,0
30,residual,ru,tier_2,standard_translation,0.0054,0.0113,20,0
30,attn_out,ru,tier_2,standard_translation,0.0021,0.0081,20,0
30,mlp_out,ru,tier_2,standard_translation,0.0077,0.0122,20,0
31,residual,ru,tier_2,standard_translation,0.0,0.0,20,0
31,attn_out,ru,tier_2,standard_translation,0.0,0.0,20,0
31,mlp_out,ru,tier_2,standard_translation,0.0,0.0,20,0
0,residual,ko,tier_2,standard_translation,0.5049,0.8403,20,0
0,attn_out,ko,tier_2,standard_translation,0.2548,0.1359,20,0
0,mlp_out,ko,tier_2,standard_translation,0.4651,0.8574,20,0
1,residual,ko,tier_2,standard_translation,0.4862,0.8596,20,0
1,attn_out,ko,tier_2,standard_translation,-0.0331,0.1621,20,0
1,mlp_out,ko,tier_2,standard_translation,0.0127,0.2353,20,0
2,residual,ko,tier_2,standard_translation,0.4477,0.8494,20,0
2,attn_out,ko,tier_2,standard_translation,0.1421,0.1308,20,0
2,mlp_out,ko,tier_2,standard_translation,-0.0793,0.0649,20,0
3,residual,ko,tier_2,standard_translation,0.3573,0.8903,20,0
3,attn_out,ko,tier_2,standard_translation,-0.0052,0.0714,20,0
3,mlp_out,ko,tier_2,standard_translation,-0.1039,0.2028,20,0
4,residual,ko,tier_2,standard_translation,0.3157,0.887,20,0
4,attn_out,ko,tier_2,standard_translation,0.0603,0.0875,20,0
4,mlp_out,ko,tier_2,standard_translation,-0.142,0.2971,20,0
5,residual,ko,tier_2,standard_translation,0.2916,1.0118,20,0
5,attn_out,ko,tier_2,standard_translation,-0.0994,0.1291,20,0
5,mlp_out,ko,tier_2,standard_translation,-0.1237,0.3063,20,0
6,residual,ko,tier_2,standard_translation,0.5429,1.0722,20,0
6,attn_out,ko,tier_2,standard_translation,-0.0763,0.1279,20,0
6,mlp_out,ko,tier_2,standard_translation,-0.2067,0.1854,20,0
7,residual,ko,tier_2,standard_translation,0.4747,1.0042,20,0
7,attn_out,ko,tier_2,standard_translation,0.1167,0.1621,20,0
7,mlp_out,ko,tier_2,standard_translation,-0.207,0.3243,20,0
8,residual,ko,tier_2,standard_translation,0.4442,0.9547,20,0
8,attn_out,ko,tier_2,standard_translation,0.0317,0.064,20,0
8,mlp_out,ko,tier_2,standard_translation,0.0944,0.207,20,0
9,residual,ko,tier_2,standard_translation,0.5751,0.9605,20,0
9,attn_out,ko,tier_2,standard_translation,-0.0129,0.0894,20,0
9,mlp_out,ko,tier_2,standard_translation,0.1738,0.3368,20,0
10,residual,ko,tier_2,standard_translation,0.6175,0.8288,20,0
10,attn_out,ko,tier_2,standard_translation,0.0862,0.1245,20,0
10,mlp_out,ko,tier_2,standard_translation,0.0179,0.2125,20,0
11,residual,ko,tier_2,standard_translation,0.6057,0.7719,20,0
11,attn_out,ko,tier_2,standard_translation,0.0243,0.0786,20,0
11,mlp_out,ko,tier_2,standard_translation,0.1524,0.3474,20,0
12,residual,ko,tier_2,standard_translation,0.7159,0.7185,20,0
12,attn_out,ko,tier_2,standard_translation,0.0057,0.0948,20,0
12,mlp_out,ko,tier_2,standard_translation,-0.0539,0.2182,20,0
13,residual,ko,tier_2,standard_translation,0.7125,0.752,20,0
13,attn_out,ko,tier_2,standard_translation,0.025,0.0694,20,0
13,mlp_out,ko,tier_2,standard_translation,0.0886,0.2237,20,0
14,residual,ko,tier_2,standard_translation,0.7615,0.6788,20,0
14,attn_out,ko,tier_2,standard_translation,-0.0286,0.0366,20,0
14,mlp_out,ko,tier_2,standard_translation,-0.0369,0.1274,20,0
15,residual,ko,tier_2,standard_translation,0.6186,0.6759,20,0
15,attn_out,ko,tier_2,standard_translation,0.0224,0.043,20,0
15,mlp_out,ko,tier_2,standard_translation,0.1227,0.1438,20,0
16,residual,ko,tier_2,standard_translation,0.4426,0.6978,20,0
16,attn_out,ko,tier_2,standard_translation,-0.0163,0.0385,20,0
16,mlp_out,ko,tier_2,standard_translation,0.0782,0.1703,20,0
17,residual,ko,tier_2,standard_translation,0.3322,0.6142,20,0
17,attn_out,ko,tier_2,standard_translation,-0.0065,0.0074,20,0
17,mlp_out,ko,tier_2,standard_translation,0.0259,0.0579,20,0
18,residual,ko,tier_2,standard_translation,0.2765,0.6085,20,0
18,attn_out,ko,tier_2,standard_translation,0.0033,0.0259,20,0
18,mlp_out,ko,tier_2,standard_translation,0.0057,0.0603,20,0
19,residual,ko,tier_2,standard_translation,0.3418,0.659,20,0
19,attn_out,ko,tier_2,standard_translation,0.0099,0.0199,20,0
19,mlp_out,ko,tier_2,standard_translation,-0.0203,0.0233,20,0
20,residual,ko,tier_2,standard_translation,0.3925,0.5749,20,0
20,attn_out,ko,tier_2,standard_translation,0.0182,0.03,20,0
20,mlp_out,ko,tier_2,standard_translation,0.0446,0.0434,20,0
21,residual,ko,tier_2,standard_translation,0.3592,0.5701,20,0
21,attn_out,ko,tier_2,standard_translation,0.0267,0.0341,20,0
21,mlp_out,ko,tier_2,standard_translation,0.0199,0.0376,20,0
22,residual,ko,tier_2,standard_translation,0.3793,0.6019,20,0
22,attn_out,ko,tier_2,standard_translation,-0.0068,0.0086,20,0
22,mlp_out,ko,tier_2,standard_translation,-0.0157,0.0135,20,0
23,residual,ko,tier_2,standard_translation,0.3251,0.5212,20,0
23,attn_out,ko,tier_2,standard_translation,-0.0033,0.0115,20,0
23,mlp_out,ko,tier_2,standard_translation,0.0195,0.0307,20,0
24,residual,ko,tier_2,standard_translation,0.2653,0.4495,20,0
24,attn_out,ko,tier_2,standard_translation,-0.0031,0.0169,20,0
24,mlp_out,ko,tier_2,standard_translation,-0.0196,0.03,20,0
25,residual,ko,tier_2,standard_translation,0.277,0.4455,20,0
25,attn_out,ko,tier_2,standard_translation,-0.0041,0.0079,20,0
25,mlp_out,ko,tier_2,standard_translation,0.0322,0.0359,20,0
26,residual,ko,tier_2,standard_translation,0.2324,0.3909,20,0
26,attn_out,ko,tier_2,standard_translation,0.0105,0.0159,20,0
26,mlp_out,ko,tier_2,standard_translation,0.0114,0.0104,20,0
27,residual,ko,tier_2,standard_translation,0.109,0.1665,20,0
27,attn_out,ko,tier_2,standard_translation,-0.0045,0.0126,20,0
27,mlp_out,ko,tier_2,standard_translation,0.0234,0.0304,20,0
28,residual,ko,tier_2,standard_translation,0.0758,0.1094,20,0
28,attn_out,ko,tier_2,standard_translation,-0.0183,0.0129,20,0
28,mlp_out,ko,tier_2,standard_translation,0.0016,0.0308,20,0
29,residual,ko,tier_2,standard_translation,0.0106,0.0326,20,0
29,attn_out,ko,tier_2,standard_translation,-0.0098,0.0145,20,0
29,mlp_out,ko,tier_2,standard_translation,0.0083,0.0083,20,0
30,residual,ko,tier_2,standard_translation,0.0018,0.0143,20,0
30,attn_out,ko,tier_2,standard_translation,0.0027,0.0085,20,0
30,mlp_out,ko,tier_2,standard_translation,0.0099,0.0115,20,0
31,residual,ko,tier_2,standard_translation,0.0,0.0,20,0
31,attn_out,ko,tier_2,standard_translation,0.0,0.0,20,0
31,mlp_out,ko,tier_2,standard_translation,0.0,0.0,20,0
0,residual,ja,tier_2,standard_translation,0.4999,0.7148,20,0
0,attn_out,ja,tier_2,standard_translation,-0.0532,0.2732,20,0
0,mlp_out,ja,tier_2,standard_translation,0.3934,0.307,20,0
1,residual,ja,tier_2,standard_translation,0.4873,0.6561,20,0
1,attn_out,ja,tier_2,standard_translation,-0.0279,0.2063,20,0
1,mlp_out,ja,tier_2,standard_translation,0.0956,0.1397,20,0
2,residual,ja,tier_2,standard_translation,0.1157,0.4939,20,0
2,attn_out,ja,tier_2,standard_translation,0.0778,0.1957,20,0
2,mlp_out,ja,tier_2,standard_translation,0.1617,0.164,20,0
3,residual,ja,tier_2,standard_translation,-0.0032,0.4429,20,0
3,attn_out,ja,tier_2,standard_translation,0.1393,0.1257,20,0
3,mlp_out,ja,tier_2,standard_translation,0.1171,0.1425,20,0
4,residual,ja,tier_2,standard_translation,0.0031,0.4649,20,0
4,attn_out,ja,tier_2,standard_translation,0.0476,0.0315,20,0
4,mlp_out,ja,tier_2,standard_translation,0.2714,0.2304,20,0
5,residual,ja,tier_2,standard_translation,0.0039,0.4215,20,0
5,attn_out,ja,tier_2,standard_translation,0.0344,0.2187,20,0
5,mlp_out,ja,tier_2,standard_translation,0.1342,0.1517,20,0
6,residual,ja,tier_2,standard_translation,0.1638,0.4605,20,0
6,attn_out,ja,tier_2,standard_translation,0.0234,0.115,20,0
6,mlp_out,ja,tier_2,standard_translation,0.1326,0.1024,20,0
7,residual,ja,tier_2,standard_translation,0.1734,0.446,20,0
7,attn_out,ja,tier_2,standard_translation,-0.0061,0.1321,20,0
7,mlp_out,ja,tier_2,standard_translation,0.0323,0.1774,20,0
8,residual,ja,tier_2,standard_translation,0.1278,0.4031,20,0
8,attn_out,ja,tier_2,standard_translation,0.0666,0.0387,20,0
8,mlp_out,ja,tier_2,standard_translation,0.0884,0.0899,20,0
9,residual,ja,tier_2,standard_translation,0.2555,0.5084,20,0
9,attn_out,ja,tier_2,standard_translation,0.1183,0.079,20,0
9,mlp_out,ja,tier_2,standard_translation,0.0391,0.0762,20,0
10,residual,ja,tier_2,standard_translation,0.2331,0.5367,20,0
10,attn_out,ja,tier_2,standard_translation,0.0733,0.1454,20,0
10,mlp_out,ja,tier_2,standard_translation,0.0164,0.1198,20,0
11,residual,ja,tier_2,standard_translation,0.2123,0.5414,20,0
11,attn_out,ja,tier_2,standard_translation,-0.0313,0.0368,20,0
11,mlp_out,ja,tier_2,standard_translation,0.1835,0.1479,20,0
12,residual,ja,tier_2,standard_translation,0.2558,0.5503,20,0
12,attn_out,ja,tier_2,standard_translation,-0.0808,0.0976,20,0
12,mlp_out,ja,tier_2,standard_translation,0.0178,0.1647,20,0
13,residual,ja,tier_2,standard_translation,0.2339,0.5284,20,0
13,attn_out,ja,tier_2,standard_translation,-0.0087,0.0228,20,0
13,mlp_out,ja,tier_2,standard_translation,-0.0821,0.0966,20,0
14,residual,ja,tier_2,standard_translation,0.2953,0.4553,20,0
14,attn_out,ja,tier_2,standard_translation,-0.0115,0.0737,20,0
14,mlp_out,ja,tier_2,standard_translation,-0.0465,0.0957,20,0
15,residual,ja,tier_2,standard_translation,0.1743,0.321,20,0
15,attn_out,ja,tier_2,standard_translation,-0.0099,0.0457,20,0
15,mlp_out,ja,tier_2,standard_translation,-0.0352,0.0958,20,0
16,residual,ja,tier_2,standard_translation,0.203,0.2949,20,0
16,attn_out,ja,tier_2,standard_translation,0.0327,0.0513,20,0
16,mlp_out,ja,tier_2,standard_translation,-0.0312,0.076,20,0
17,residual,ja,tier_2,standard_translation,0.1731,0.2134,20,0
17,attn_out,ja,tier_2,standard_translation,-0.0086,0.0127,20,0
17,mlp_out,ja,tier_2,standard_translation,0.0561,0.0554,20,0
18,residual,ja,tier_2,standard_translation,0.1589,0.247,20,0
18,attn_out,ja,tier_2,standard_translation,-0.0102,0.0355,20,0
18,mlp_out,ja,tier_2,standard_translation,0.0434,0.0218,20,0
19,residual,ja,tier_2,standard_translation,0.1855,0.2321,20,0
19,attn_out,ja,tier_2,standard_translation,0.004,0.0231,20,0
19,mlp_out,ja,tier_2,standard_translation,0.0494,0.099,20,0
