language,layer,category,cv_accuracy,cv_auc,best_C,n_harmful,n_benign
fr,21,all,0.9817672523554878,0.9976387249114522,1.0,384,384
fr,22,unknown,0.9817757405992701,0.9979760499241018,1.0,384,384
fr,22,all,0.9817757405992701,0.9979760499241018,1.0,384,384
fr,23,unknown,0.9804770393005688,0.9973013998988025,1.0,384,384
fr,23,all,0.9804770393005688,0.9973013998988025,1.0,384,384
fr,24,unknown,0.9830744418979714,0.997807387417777,1.0,384,384
fr,24,all,0.9830744418979714,0.997807387417777,1.0,384,384
fr,25,unknown,0.9804600628130041,0.9969640748861528,1.0,384,384
fr,25,all,0.9804600628130041,0.9969640748861528,1.0,384,384
fr,26,unknown,0.9791528732705205,0.9971327373924777,10.0,384,384
fr,26,all,0.9791528732705205,0.9971327373924777,10.0,384,384
fr,27,unknown,0.9739495798319329,0.9964580873671782,10.0,384,384
fr,27,all,0.9739495798319329,0.9964580873671782,10.0,384,384
zh,0,unknown,0.9453017570664629,0.9966267498735031,0.1,384,384
zh,0,all,0.9453017570664629,0.9966267498735031,0.1,384,384
zh,1,unknown,0.9388082505729566,0.9900489121268342,0.1,384,384
zh,1,all,0.9388082505729566,0.9900489121268342,0.1,384,384
zh,2,unknown,0.9284101519395638,0.9875189745319615,10.0,384,384
zh,2,all,0.9284101519395638,0.9875189745319615,10.0,384,384
zh,3,unknown,0.9401409048467873,0.9919041996964075,0.1,384,384
zh,3,all,0.9401409048467873,0.9919041996964075,0.1,384,384
zh,4,unknown,0.9453357100415924,0.9905548996458087,0.1,384,384
zh,4,all,0.9453357100415924,0.9905548996458087,0.1,384,384
zh,5,unknown,0.9387912740853916,0.9890369370888852,0.1,384,384
zh,5,all,0.9387912740853916,0.9890369370888852,0.1,384,384
zh,6,unknown,0.9622442916560564,0.9935908247596559,1.0,384,384
zh,6,all,0.9622442916560564,0.9935908247596559,1.0,384,384
zh,7,unknown,0.9791783380018675,0.9994940124810254,1.0,384,384
zh,7,all,0.9791783380018675,0.9994940124810254,1.0,384,384
zh,8,unknown,0.98698752228164,0.9998313374936751,0.1,384,384
zh,8,all,0.98698752228164,0.9998313374936751,0.1,384,384
zh,9,unknown,0.985697309226721,0.9996626749873503,10.0,384,384
zh,9,all,0.985697309226721,0.9996626749873503,10.0,384,384
zh,10,unknown,0.9857057974705035,1.0,0.1,384,384
zh,10,all,0.9857057974705035,1.0,0.1,384,384
zh,11,unknown,0.9857057974705035,1.0,10.0,384,384
zh,11,all,0.9857057974705035,1.0,10.0,384,384
zh,12,unknown,0.9817927170868348,0.998988024962051,0.1,384,384
zh,12,all,0.9817927170868348,0.998988024962051,0.1,384,384
zh,13,unknown,0.9830999066293185,0.9991566874683758,10.0,384,384
zh,13,all,0.9830999066293185,0.9991566874683758,10.0,384,384
zh,14,unknown,0.9818012053306171,0.9969640748861528,10.0,384,384
zh,14,all,0.9818012053306171,0.9969640748861528,10.0,384,384
zh,15,unknown,0.9844070961718021,0.9949401248102546,10.0,384,384
zh,15,all,0.9844070961718021,0.9949401248102546,10.0,384,384
zh,16,unknown,0.9843986079280198,0.9978073874177771,1.0,384,384
zh,16,all,0.9843986079280198,0.9978073874177771,1.0,384,384
zh,17,unknown,0.9843986079280198,0.9962894248608534,0.1,384,384
zh,17,all,0.9843986079280198,0.9962894248608534,0.1,384,384
zh,18,unknown,0.9817927170868348,0.9929161747343566,10.0,384,384
zh,18,all,0.9817927170868348,0.9929161747343566,10.0,384,384
zh,19,unknown,0.9804940157881334,0.9890369370888852,10.0,384,384
zh,19,all,0.9804940157881334,0.9890369370888852,10.0,384,384
zh,20,unknown,0.9804940157881334,0.9890369370888852,1.0,384,384
zh,20,all,0.9804940157881334,0.9890369370888852,1.0,384,384
zh,21,unknown,0.9830914183855359,0.9883622870635858,10.0,384,384
zh,21,all,0.9830914183855359,0.9883622870635858,10.0,384,384
zh,22,unknown,0.9804855275443511,0.9863383369876876,10.0,384,384
zh,22,all,0.9804855275443511,0.9863383369876876,10.0,384,384
zh,23,unknown,0.9804770393005688,0.986001011975038,10.0,384,384
zh,23,all,0.9804770393005688,0.986001011975038,10.0,384,384
zh,24,unknown,0.9778796367031661,0.9878562995446113,10.0,384,384
zh,24,all,0.9778796367031661,0.9878562995446113,10.0,384,384
zh,25,unknown,0.9791868262456498,0.987181649519312,1.0,384,384
zh,25,all,0.9791868262456498,0.987181649519312,1.0,384,384
zh,26,unknown,0.9791953144894322,0.98920559959521,10.0,384,384
zh,26,all,0.9791953144894322,0.98920559959521,10.0,384,384
zh,27,unknown,0.9739750445632799,0.9836397368864902,10.0,384,384
zh,27,all,0.9739750445632799,0.9836397368864902,10.0,384,384
es,0,unknown,0.8984126984126984,0.9839770618991399,0.1,384,384
es,0,all,0.8984126984126984,0.9839770618991399,0.1,384,384
es,1,unknown,0.8958322723028604,0.9843143869117895,10.0,384,384
es,1,all,0.8958322723028604,0.9843143869117895,10.0,384,384
es,2,unknown,0.9010610304727951,0.9795918367346939,1.0,384,384
es,2,all,0.9010610304727951,0.9795918367346939,1.0,384,384
es,3,unknown,0.8997793056616586,0.9767245741271715,10.0,384,384
es,3,all,0.8997793056616586,0.9767245741271715,10.0,384,384
es,4,unknown,0.9179865885748241,0.9853263619497385,1.0,384,384
es,4,all,0.9179865885748241,0.9853263619497385,1.0,384,384
es,5,unknown,0.9270605211781682,0.9905548996458088,10.0,384,384
es,5,all,0.9270605211781682,0.9905548996458088,10.0,384,384
es,6,unknown,0.9505644682115271,0.9897115871141845,0.1,384,384
es,6,all,0.9505644682115271,0.9897115871141845,0.1,384,384
es,7,unknown,0.9713776419658773,0.9964580873671782,0.01,384,384
es,7,all,0.9713776419658773,0.9964580873671782,0.01,384,384
es,8,unknown,0.9817672523554878,0.9986506999494013,0.01,384,384
es,8,all,0.9817672523554878,0.9986506999494013,0.01,384,384
es,9,unknown,0.9817672523554878,0.9993253499747006,0.1,384,384
es,9,all,0.9817672523554878,0.9993253499747006,0.1,384,384
es,10,unknown,0.9843731431966727,0.997807387417777,10.0,384,384
es,10,all,0.9843731431966727,0.997807387417777,10.0,384,384
es,11,unknown,0.985697309226721,0.9974700624051273,0.1,384,384
es,11,all,0.985697309226721,0.9974700624051273,0.1,384,384
es,12,unknown,0.9817842288430523,0.9976387249114521,0.1,384,384
es,12,all,0.9817842288430523,0.9976387249114521,0.1,384,384
es,13,unknown,0.9843816314404549,0.9989880249620509,10.0,384,384
es,13,all,0.9843816314404549,0.9989880249620509,10.0,384,384
es,14,unknown,0.9856718444953738,0.9986506999494013,1.0,384,384
es,14,all,0.9856718444953738,0.9986506999494013,1.0,384,384
es,15,unknown,0.9830744418979712,0.9986506999494013,1.0,384,384
es,15,all,0.9830744418979712,0.9986506999494013,1.0,384,384
es,16,unknown,0.9804685510567863,0.9983133749367515,1.0,384,384
es,16,all,0.9804685510567863,0.9983133749367515,1.0,384,384
