layer,component,language,tier,perturbation,mean_restoration,std_restoration,n_pairs_used,n_pairs_skipped
5,mlp_out,ar,tier_2,standard_translation,-0.0103,0.0282,20,0
6,residual,ar,tier_2,standard_translation,0.0032,0.0197,20,0
6,attn_out,ar,tier_2,standard_translation,0.0005,0.0072,20,0
6,mlp_out,ar,tier_2,standard_translation,-0.0036,0.0141,20,0
7,residual,ar,tier_2,standard_translation,0.0077,0.0144,20,0
7,attn_out,ar,tier_2,standard_translation,0.0062,0.0059,20,0
7,mlp_out,ar,tier_2,standard_translation,-0.0027,0.0099,20,0
8,residual,ar,tier_2,standard_translation,0.008,0.0164,20,0
8,attn_out,ar,tier_2,standard_translation,0.0004,0.0028,20,0
8,mlp_out,ar,tier_2,standard_translation,-0.0013,0.0031,20,0
9,residual,ar,tier_2,standard_translation,0.008,0.0198,20,0
9,attn_out,ar,tier_2,standard_translation,-0.0018,0.004,20,0
9,mlp_out,ar,tier_2,standard_translation,0.0009,0.011,20,0
10,residual,ar,tier_2,standard_translation,0.0092,0.0145,20,0
10,attn_out,ar,tier_2,standard_translation,0.0021,0.0043,20,0
10,mlp_out,ar,tier_2,standard_translation,-0.0037,0.0037,20,0
11,residual,ar,tier_2,standard_translation,0.0093,0.0125,20,0
11,attn_out,ar,tier_2,standard_translation,0.0035,0.0038,20,0
11,mlp_out,ar,tier_2,standard_translation,0.0047,0.0149,20,0
12,residual,ar,tier_2,standard_translation,0.0076,0.0155,20,0
12,attn_out,ar,tier_2,standard_translation,-0.0027,0.0031,20,0
12,mlp_out,ar,tier_2,standard_translation,0.0015,0.0045,20,0
13,residual,ar,tier_2,standard_translation,0.0092,0.0176,20,0
13,attn_out,ar,tier_2,standard_translation,-0.0013,0.0038,20,0
13,mlp_out,ar,tier_2,standard_translation,-0.0001,0.0048,20,0
14,residual,ar,tier_2,standard_translation,0.0102,0.0198,20,0
14,attn_out,ar,tier_2,standard_translation,-0.0008,0.0023,20,0
14,mlp_out,ar,tier_2,standard_translation,0.0017,0.0043,20,0
15,residual,ar,tier_2,standard_translation,0.0056,0.0171,20,0
15,attn_out,ar,tier_2,standard_translation,-0.001,0.0019,20,0
15,mlp_out,ar,tier_2,standard_translation,-0.0026,0.0042,20,0
16,residual,ar,tier_2,standard_translation,0.0057,0.0183,20,0
16,attn_out,ar,tier_2,standard_translation,0.0,0.0014,20,0
16,mlp_out,ar,tier_2,standard_translation,0.0011,0.0021,20,0
17,residual,ar,tier_2,standard_translation,0.0022,0.0067,20,0
17,attn_out,ar,tier_2,standard_translation,0.0006,0.0007,20,0
17,mlp_out,ar,tier_2,standard_translation,-0.001,0.0009,20,0
18,residual,ar,tier_2,standard_translation,0.002,0.0069,20,0
18,attn_out,ar,tier_2,standard_translation,0.0011,0.0019,20,0
18,mlp_out,ar,tier_2,standard_translation,-0.0002,0.0015,20,0
19,residual,ar,tier_2,standard_translation,0.0005,0.0062,20,0
19,attn_out,ar,tier_2,standard_translation,-0.0003,0.0004,20,0
19,mlp_out,ar,tier_2,standard_translation,0.0,0.0017,20,0
20,residual,ar,tier_2,standard_translation,0.001,0.0067,20,0
20,attn_out,ar,tier_2,standard_translation,0.0001,0.0012,20,0
20,mlp_out,ar,tier_2,standard_translation,-0.0007,0.0019,20,0
21,residual,ar,tier_2,standard_translation,0.0012,0.005,20,0
21,attn_out,ar,tier_2,standard_translation,-0.0001,0.0006,20,0
21,mlp_out,ar,tier_2,standard_translation,-0.0005,0.0015,20,0
22,residual,ar,tier_2,standard_translation,0.001,0.0052,20,0
22,attn_out,ar,tier_2,standard_translation,0.0,0.0004,20,0
22,mlp_out,ar,tier_2,standard_translation,-0.0008,0.0025,20,0
23,residual,ar,tier_2,standard_translation,-0.0006,0.006,20,0
23,attn_out,ar,tier_2,standard_translation,0.0005,0.0007,20,0
23,mlp_out,ar,tier_2,standard_translation,-0.0003,0.0007,20,0
24,residual,ar,tier_2,standard_translation,-0.002,0.0032,20,0
24,attn_out,ar,tier_2,standard_translation,0.0001,0.0003,20,0
24,mlp_out,ar,tier_2,standard_translation,-0.0003,0.0011,20,0
25,residual,ar,tier_2,standard_translation,-0.0019,0.0033,20,0
25,attn_out,ar,tier_2,standard_translation,-0.0005,0.0006,20,0
25,mlp_out,ar,tier_2,standard_translation,-0.0006,0.0022,20,0
26,residual,ar,tier_2,standard_translation,-0.0022,0.0031,20,0
26,attn_out,ar,tier_2,standard_translation,-0.0003,0.0005,20,0
26,mlp_out,ar,tier_2,standard_translation,-0.0008,0.0006,20,0
27,residual,ar,tier_2,standard_translation,-0.0014,0.0028,20,0
27,attn_out,ar,tier_2,standard_translation,0.0003,0.0005,20,0
27,mlp_out,ar,tier_2,standard_translation,-0.0013,0.0007,20,0
28,residual,ar,tier_2,standard_translation,-0.0013,0.0027,20,0
28,attn_out,ar,tier_2,standard_translation,0.0001,0.0002,20,0
28,mlp_out,ar,tier_2,standard_translation,-0.0004,0.0009,20,0
29,residual,ar,tier_2,standard_translation,0.0001,0.003,20,0
29,attn_out,ar,tier_2,standard_translation,0.0009,0.001,20,0
29,mlp_out,ar,tier_2,standard_translation,-0.0005,0.0018,20,0
30,residual,ar,tier_2,standard_translation,-0.0006,0.0019,20,0
30,attn_out,ar,tier_2,standard_translation,0.0001,0.0001,20,0
30,mlp_out,ar,tier_2,standard_translation,-0.0005,0.0013,20,0
31,residual,ar,tier_2,standard_translation,0.0,0.0,20,0
31,attn_out,ar,tier_2,standard_translation,0.0,0.0,20,0
31,mlp_out,ar,tier_2,standard_translation,0.0,0.0,20,0
0,residual,ru,tier_2,standard_translation,0.0426,0.0493,20,0
0,attn_out,ru,tier_2,standard_translation,0.0185,0.0121,20,0
0,mlp_out,ru,tier_2,standard_translation,0.0275,0.0478,20,0
1,residual,ru,tier_2,standard_translation,0.0449,0.0436,20,0
1,attn_out,ru,tier_2,standard_translation,0.0056,0.0055,20,0
1,mlp_out,ru,tier_2,standard_translation,0.0058,0.0133,20,0
2,residual,ru,tier_2,standard_translation,0.0393,0.0408,20,0
2,attn_out,ru,tier_2,standard_translation,0.0036,0.0013,20,0
2,mlp_out,ru,tier_2,standard_translation,0.0004,0.0079,20,0
3,residual,ru,tier_2,standard_translation,0.0351,0.0381,20,0
3,attn_out,ru,tier_2,standard_translation,0.0032,0.0075,20,0
3,mlp_out,ru,tier_2,standard_translation,0.0028,0.0078,20,0
4,residual,ru,tier_2,standard_translation,0.0335,0.0391,20,0
4,attn_out,ru,tier_2,standard_translation,-0.0021,0.0022,20,0
4,mlp_out,ru,tier_2,standard_translation,0.0097,0.0134,20,0
5,residual,ru,tier_2,standard_translation,0.0311,0.0323,20,0
5,attn_out,ru,tier_2,standard_translation,0.0101,0.014,20,0
5,mlp_out,ru,tier_2,standard_translation,0.0133,0.009,20,0
6,residual,ru,tier_2,standard_translation,0.0307,0.0306,20,0
6,attn_out,ru,tier_2,standard_translation,0.0094,0.0048,20,0
6,mlp_out,ru,tier_2,standard_translation,0.0079,0.0112,20,0
7,residual,ru,tier_2,standard_translation,0.0041,0.0246,20,0
7,attn_out,ru,tier_2,standard_translation,0.0085,0.0041,20,0
7,mlp_out,ru,tier_2,standard_translation,0.0035,0.0097,20,0
8,residual,ru,tier_2,standard_translation,0.0026,0.0259,20,0
8,attn_out,ru,tier_2,standard_translation,-0.0004,0.0035,20,0
8,mlp_out,ru,tier_2,standard_translation,0.01,0.0113,20,0
9,residual,ru,tier_2,standard_translation,-0.0116,0.0245,20,0
9,attn_out,ru,tier_2,standard_translation,-0.0042,0.0036,20,0
9,mlp_out,ru,tier_2,standard_translation,-0.0016,0.0146,20,0
10,residual,ru,tier_2,standard_translation,-0.0122,0.0234,20,0
10,attn_out,ru,tier_2,standard_translation,-0.0039,0.0085,20,0
10,mlp_out,ru,tier_2,standard_translation,0.0002,0.0056,20,0
11,residual,ru,tier_2,standard_translation,-0.0179,0.0239,20,0
11,attn_out,ru,tier_2,standard_translation,-0.0016,0.0028,20,0
11,mlp_out,ru,tier_2,standard_translation,-0.006,0.013,20,0
12,residual,ru,tier_2,standard_translation,-0.0173,0.017,20,0
12,attn_out,ru,tier_2,standard_translation,-0.0023,0.0035,20,0
12,mlp_out,ru,tier_2,standard_translation,0.0056,0.0058,20,0
13,residual,ru,tier_2,standard_translation,-0.0199,0.017,20,0
13,attn_out,ru,tier_2,standard_translation,-0.0028,0.0029,20,0
13,mlp_out,ru,tier_2,standard_translation,0.007,0.012,20,0
14,residual,ru,tier_2,standard_translation,-0.0172,0.0167,20,0
14,attn_out,ru,tier_2,standard_translation,0.0013,0.0016,20,0
14,mlp_out,ru,tier_2,standard_translation,0.0035,0.0124,20,0
15,residual,ru,tier_2,standard_translation,-0.0056,0.0165,20,0
15,attn_out,ru,tier_2,standard_translation,-0.0016,0.003,20,0
15,mlp_out,ru,tier_2,standard_translation,-0.0007,0.0044,20,0
16,residual,ru,tier_2,standard_translation,-0.0034,0.0137,20,0
16,attn_out,ru,tier_2,standard_translation,0.0002,0.0022,20,0
16,mlp_out,ru,tier_2,standard_translation,0.0025,0.0053,20,0
17,residual,ru,tier_2,standard_translation,-0.0015,0.0039,20,0
17,attn_out,ru,tier_2,standard_translation,-0.0002,0.0012,20,0
17,mlp_out,ru,tier_2,standard_translation,-0.0008,0.0032,20,0
18,residual,ru,tier_2,standard_translation,0.0005,0.0037,20,0
18,attn_out,ru,tier_2,standard_translation,0.0002,0.0003,20,0
18,mlp_out,ru,tier_2,standard_translation,0.0018,0.0047,20,0
19,residual,ru,tier_2,standard_translation,0.0009,0.0031,20,0
19,attn_out,ru,tier_2,standard_translation,-0.0009,0.0009,20,0
19,mlp_out,ru,tier_2,standard_translation,0.0006,0.0033,20,0
20,residual,ru,tier_2,standard_translation,-0.0022,0.001,20,0
20,attn_out,ru,tier_2,standard_translation,-0.0005,0.0014,20,0
20,mlp_out,ru,tier_2,standard_translation,-0.0004,0.0022,20,0
21,residual,ru,tier_2,standard_translation,-0.0023,0.0012,20,0
21,attn_out,ru,tier_2,standard_translation,-0.0009,0.0015,20,0
21,mlp_out,ru,tier_2,standard_translation,0.0015,0.0048,20,0
22,residual,ru,tier_2,standard_translation,-0.0037,0.0012,20,0
22,attn_out,ru,tier_2,standard_translation,-0.0003,0.0003,20,0
22,mlp_out,ru,tier_2,standard_translation,-0.0,0.0017,20,0
23,residual,ru,tier_2,standard_translation,-0.0036,0.001,20,0
23,attn_out,ru,tier_2,standard_translation,0.0002,0.0011,20,0
23,mlp_out,ru,tier_2,standard_translation,0.0012,0.0021,20,0
24,residual,ru,tier_2,standard_translation,-0.0029,0.0014,20,0
24,attn_out,ru,tier_2,standard_translation,-0.0003,0.0004,20,0
24,mlp_out,ru,tier_2,standard_translation,-0.0006,0.0015,20,0
25,residual,ru,tier_2,standard_translation,-0.0032,0.0018,20,0
25,attn_out,ru,tier_2,standard_translation,0.0003,0.0009,20,0
25,mlp_out,ru,tier_2,standard_translation,-0.0007,0.0013,20,0
26,residual,ru,tier_2,standard_translation,-0.0042,0.0004,20,0
26,attn_out,ru,tier_2,standard_translation,-0.0004,0.0006,20,0
26,mlp_out,ru,tier_2,standard_translation,-0.0018,0.0005,20,0
27,residual,ru,tier_2,standard_translation,-0.004,0.0006,20,0
27,attn_out,ru,tier_2,standard_translation,-0.0001,0.0005,20,0
27,mlp_out,ru,tier_2,standard_translation,-0.0005,0.0012,20,0
28,residual,ru,tier_2,standard_translation,-0.0023,0.0018,20,0
28,attn_out,ru,tier_2,standard_translation,0.0,0.0007,20,0
28,mlp_out,ru,tier_2,standard_translation,-0.0009,0.001,20,0
29,residual,ru,tier_2,standard_translation,-0.0013,0.0011,20,0
29,attn_out,ru,tier_2,standard_translation,-0.0002,0.0004,20,0
29,mlp_out,ru,tier_2,standard_translation,-0.0005,0.0012,20,0
30,residual,ru,tier_2,standard_translation,-0.0004,0.0009,20,0
30,attn_out,ru,tier_2,standard_translation,-0.0002,0.0007,20,0
30,mlp_out,ru,tier_2,standard_translation,-0.0006,0.001,20,0
31,residual,ru,tier_2,standard_translation,0.0,0.0,20,0
31,attn_out,ru,tier_2,standard_translation,0.0,0.0,20,0
31,mlp_out,ru,tier_2,standard_translation,0.0,0.0,20,0
0,residual,ko,tier_2,standard_translation,2.1772,3.2879,20,0
0,attn_out,ko,tier_2,standard_translation,0.3921,0.6779,20,0
0,mlp_out,ko,tier_2,standard_translation,2.383,3.3175,20,0
1,residual,ko,tier_2,standard_translation,1.8722,3.2562,20,0
1,attn_out,ko,tier_2,standard_translation,-0.5744,0.8295,20,0
1,mlp_out,ko,tier_2,standard_translation,0.3178,0.3772,20,0
2,residual,ko,tier_2,standard_translation,1.7754,2.5147,20,0
2,attn_out,ko,tier_2,standard_translation,0.5638,0.9251,20,0
2,mlp_out,ko,tier_2,standard_translation,-0.1466,0.3816,20,0
3,residual,ko,tier_2,standard_translation,1.1283,1.1981,20,0
3,attn_out,ko,tier_2,standard_translation,-0.1279,0.2684,20,0
3,mlp_out,ko,tier_2,standard_translation,-0.8422,0.9924,20,0
4,residual,ko,tier_2,standard_translation,0.7496,0.6223,20,0
4,attn_out,ko,tier_2,standard_translation,0.0554,0.1086,20,0
4,mlp_out,ko,tier_2,standard_translation,-0.2526,0.4907,20,0
5,residual,ko,tier_2,standard_translation,0.3796,1.1483,20,0
5,attn_out,ko,tier_2,standard_translation,-0.5754,0.6893,20,0
5,mlp_out,ko,tier_2,standard_translation,0.0474,0.1449,20,0
6,residual,ko,tier_2,standard_translation,1.1958,1.3663,20,0
6,attn_out,ko,tier_2,standard_translation,-0.4005,0.4986,20,0
6,mlp_out,ko,tier_2,standard_translation,-0.6148,0.8407,20,0
7,residual,ko,tier_2,standard_translation,1.1904,1.1437,20,0
7,attn_out,ko,tier_2,standard_translation,0.5852,1.223,20,0
7,mlp_out,ko,tier_2,standard_translation,-0.7914,1.8696,20,0
8,residual,ko,tier_2,standard_translation,1.0912,1.16,20,0
8,attn_out,ko,tier_2,standard_translation,0.1797,0.4165,20,0
8,mlp_out,ko,tier_2,standard_translation,0.4697,0.7912,20,0
9,residual,ko,tier_2,standard_translation,1.525,2.2051,20,0
9,attn_out,ko,tier_2,standard_translation,0.0064,0.372,20,0
9,mlp_out,ko,tier_2,standard_translation,0.952,1.4075,20,0
10,residual,ko,tier_2,standard_translation,1.6481,2.6371,20,0
10,attn_out,ko,tier_2,standard_translation,0.4761,0.9671,20,0
10,mlp_out,ko,tier_2,standard_translation,0.2841,1.2581,20,0
11,residual,ko,tier_2,standard_translation,1.6862,3.2472,20,0
11,attn_out,ko,tier_2,standard_translation,0.0229,0.3709,20,0
11,mlp_out,ko,tier_2,standard_translation,1.2221,2.4984,20,0
12,residual,ko,tier_2,standard_translation,1.6437,3.2253,20,0
12,attn_out,ko,tier_2,standard_translation,-0.12,0.3873,20,0
12,mlp_out,ko,tier_2,standard_translation,0.2954,1.0622,20,0
13,residual,ko,tier_2,standard_translation,1.7549,3.5157,20,0
13,attn_out,ko,tier_2,standard_translation,0.1065,0.4367,20,0
13,mlp_out,ko,tier_2,standard_translation,0.4234,1.4921,20,0
14,residual,ko,tier_2,standard_translation,1.9644,3.6839,20,0
14,attn_out,ko,tier_2,standard_translation,-0.075,0.1403,20,0
14,mlp_out,ko,tier_2,standard_translation,0.117,0.7267,20,0
15,residual,ko,tier_2,standard_translation,1.2829,2.569,20,0
15,attn_out,ko,tier_2,standard_translation,-0.0103,0.231,20,0
15,mlp_out,ko,tier_2,standard_translation,0.69,1.1635,20,0
16,residual,ko,tier_2,standard_translation,0.8593,1.9466,20,0
16,attn_out,ko,tier_2,standard_translation,-0.0025,0.0939,20,0
16,mlp_out,ko,tier_2,standard_translation,0.6961,1.1526,20,0
17,residual,ko,tier_2,standard_translation,-0.0157,0.3101,20,0
17,attn_out,ko,tier_2,standard_translation,-0.0152,0.0232,20,0
17,mlp_out,ko,tier_2,standard_translation,0.226,0.2594,20,0
18,residual,ko,tier_2,standard_translation,-0.0026,0.4788,20,0
18,attn_out,ko,tier_2,standard_translation,-0.0083,0.0507,20,0
18,mlp_out,ko,tier_2,standard_translation,0.1157,0.2348,20,0
19,residual,ko,tier_2,standard_translation,0.1895,0.3418,20,0
19,attn_out,ko,tier_2,standard_translation,0.0724,0.1197,20,0
19,mlp_out,ko,tier_2,standard_translation,-0.0565,0.1413,20,0
20,residual,ko,tier_2,standard_translation,0.6137,0.8855,20,0
20,attn_out,ko,tier_2,standard_translation,0.1328,0.2093,20,0
20,mlp_out,ko,tier_2,standard_translation,0.2323,0.3039,20,0
21,residual,ko,tier_2,standard_translation,0.379,0.4582,20,0
21,attn_out,ko,tier_2,standard_translation,0.0952,0.1847,20,0
21,mlp_out,ko,tier_2,standard_translation,-0.0208,0.0414,20,0
22,residual,ko,tier_2,standard_translation,0.3925,0.4501,20,0
22,attn_out,ko,tier_2,standard_translation,-0.0304,0.0671,20,0
22,mlp_out,ko,tier_2,standard_translation,-0.0595,0.1012,20,0
23,residual,ko,tier_2,standard_translation,0.2987,0.4392,20,0
23,attn_out,ko,tier_2,standard_translation,0.0237,0.029,20,0
23,mlp_out,ko,tier_2,standard_translation,0.0633,0.2034,20,0
24,residual,ko,tier_2,standard_translation,0.2376,0.311,20,0
24,attn_out,ko,tier_2,standard_translation,0.0125,0.0148,20,0
24,mlp_out,ko,tier_2,standard_translation,-0.077,0.1682,20,0
25,residual,ko,tier_2,standard_translation,0.2487,0.2637,20,0
25,attn_out,ko,tier_2,standard_translation,-0.0055,0.0386,20,0
25,mlp_out,ko,tier_2,standard_translation,0.1087,0.1966,20,0
26,residual,ko,tier_2,standard_translation,0.1993,0.266,20,0
26,attn_out,ko,tier_2,standard_translation,0.0501,0.0794,20,0
26,mlp_out,ko,tier_2,standard_translation,0.0466,0.0787,20,0
27,residual,ko,tier_2,standard_translation,0.1641,0.2514,20,0
27,attn_out,ko,tier_2,standard_translation,-0.0424,0.0825,20,0
27,mlp_out,ko,tier_2,standard_translation,0.069,0.1369,20,0
28,residual,ko,tier_2,standard_translation,0.1261,0.1975,20,0
28,attn_out,ko,tier_2,standard_translation,-0.0671,0.1056,20,0
28,mlp_out,ko,tier_2,standard_translation,-0.0587,0.1183,20,0
29,residual,ko,tier_2,standard_translation,-0.0414,0.1348,20,0
29,attn_out,ko,tier_2,standard_translation,0.0193,0.0263,20,0
29,mlp_out,ko,tier_2,standard_translation,0.0207,0.0446,20,0
30,residual,ko,tier_2,standard_translation,-0.03,0.0531,20,0
30,attn_out,ko,tier_2,standard_translation,0.0155,0.0298,20,0
30,mlp_out,ko,tier_2,standard_translation,-0.0031,0.0147,20,0
31,residual,ko,tier_2,standard_translation,0.0,0.0,20,0
31,attn_out,ko,tier_2,standard_translation,0.0,0.0,20,0
31,mlp_out,ko,tier_2,standard_translation,0.0,0.0,20,0
0,residual,ja,tier_2,standard_translation,-0.0633,0.3894,20,0
0,attn_out,ja,tier_2,standard_translation,-0.0564,0.1841,20,0
0,mlp_out,ja,tier_2,standard_translation,0.0398,0.1927,20,0
1,residual,ja,tier_2,standard_translation,-0.0024,0.3179,20,0
1,attn_out,ja,tier_2,standard_translation,-0.0574,0.1251,20,0
1,mlp_out,ja,tier_2,standard_translation,0.0477,0.0321,20,0
2,residual,ja,tier_2,standard_translation,-0.0624,0.1825,20,0
2,attn_out,ja,tier_2,standard_translation,-0.0224,0.1113,20,0
2,mlp_out,ja,tier_2,standard_translation,0.0563,0.0885,20,0
3,residual,ja,tier_2,standard_translation,-0.0589,0.1437,20,0
3,attn_out,ja,tier_2,standard_translation,0.0551,0.1297,20,0
3,mlp_out,ja,tier_2,standard_translation,-0.0244,0.0847,20,0
4,residual,ja,tier_2,standard_translation,-0.0452,0.1551,20,0
4,attn_out,ja,tier_2,standard_translation,0.0066,0.03,20,0
4,mlp_out,ja,tier_2,standard_translation,-0.0056,0.146,20,0
5,residual,ja,tier_2,standard_translation,-0.0352,0.1268,20,0
5,attn_out,ja,tier_2,standard_translation,-0.0442,0.0807,20,0
5,mlp_out,ja,tier_2,standard_translation,-0.0196,0.078,20,0
6,residual,ja,tier_2,standard_translation,0.0137,0.1357,20,0
6,attn_out,ja,tier_2,standard_translation,-0.0371,0.038,20,0
6,mlp_out,ja,tier_2,standard_translation,0.064,0.0672,20,0
7,residual,ja,tier_2,standard_translation,0.015,0.1856,20,0
7,attn_out,ja,tier_2,standard_translation,-0.0401,0.0489,20,0
7,mlp_out,ja,tier_2,standard_translation,0.0319,0.0535,20,0
8,residual,ja,tier_2,standard_translation,0.0128,0.1719,20,0
8,attn_out,ja,tier_2,standard_translation,0.0087,0.0331,20,0
8,mlp_out,ja,tier_2,standard_translation,0.0107,0.0472,20,0
9,residual,ja,tier_2,standard_translation,0.0458,0.2048,20,0
9,attn_out,ja,tier_2,standard_translation,0.0359,0.0838,20,0
9,mlp_out,ja,tier_2,standard_translation,0.0018,0.0269,20,0
10,residual,ja,tier_2,standard_translation,0.0068,0.2737,20,0
10,attn_out,ja,tier_2,standard_translation,-0.0044,0.0664,20,0
10,mlp_out,ja,tier_2,standard_translation,0.046,0.062,20,0
11,residual,ja,tier_2,standard_translation,-0.0072,0.3,20,0
11,attn_out,ja,tier_2,standard_translation,-0.0192,0.0108,20,0
11,mlp_out,ja,tier_2,standard_translation,0.0595,0.0648,20,0
12,residual,ja,tier_2,standard_translation,-0.0081,0.299,20,0
12,attn_out,ja,tier_2,standard_translation,-0.0408,0.0694,20,0
12,mlp_out,ja,tier_2,standard_translation,0.0614,0.0429,20,0
13,residual,ja,tier_2,standard_translation,-0.0229,0.2919,20,0
13,attn_out,ja,tier_2,standard_translation,-0.0096,0.0081,20,0
13,mlp_out,ja,tier_2,standard_translation,-0.036,0.0737,20,0
14,residual,ja,tier_2,standard_translation,0.0017,0.2396,20,0
14,attn_out,ja,tier_2,standard_translation,-0.033,0.0317,20,0
14,mlp_out,ja,tier_2,standard_translation,-0.0059,0.0636,20,0
15,residual,ja,tier_2,standard_translation,-0.0199,0.1646,20,0
15,attn_out,ja,tier_2,standard_translation,-0.0179,0.0234,20,0
15,mlp_out,ja,tier_2,standard_translation,-0.0128,0.0683,20,0
16,residual,ja,tier_2,standard_translation,-0.0117,0.1462,20,0
16,attn_out,ja,tier_2,standard_translation,-0.0104,0.0251,20,0
16,mlp_out,ja,tier_2,standard_translation,-0.0034,0.0524,20,0
17,residual,ja,tier_2,standard_translation,-0.0093,0.1022,20,0
17,attn_out,ja,tier_2,standard_translation,-0.0041,0.0048,20,0
17,mlp_out,ja,tier_2,standard_translation,-0.0048,0.0329,20,0
18,residual,ja,tier_2,standard_translation,-0.0201,0.1114,20,0
18,attn_out,ja,tier_2,standard_translation,-0.0067,0.0257,20,0
18,mlp_out,ja,tier_2,standard_translation,0.0121,0.0173,20,0
19,residual,ja,tier_2,standard_translation,0.0024,0.0921,20,0
19,attn_out,ja,tier_2,standard_translation,-0.0071,0.0076,20,0
