layer,component,language,tier,perturbation,mean_restoration,std_restoration,n_pairs_used,n_pairs_skipped
11,residual,id,tier_3,transliteration,-0.0401,0.4097,20,0
11,attn_out,id,tier_3,transliteration,-0.063,0.1254,20,0
11,mlp_out,id,tier_3,transliteration,-0.1064,0.0938,20,0
12,residual,id,tier_3,transliteration,-0.0894,0.4328,20,0
12,attn_out,id,tier_3,transliteration,-0.0662,0.141,20,0
12,mlp_out,id,tier_3,transliteration,0.1026,0.1,20,0
13,residual,id,tier_3,transliteration,-0.1123,0.4545,20,0
13,attn_out,id,tier_3,transliteration,-0.0595,0.1697,20,0
13,mlp_out,id,tier_3,transliteration,0.0851,0.141,20,0
14,residual,id,tier_3,transliteration,-0.0883,0.4348,20,0
14,attn_out,id,tier_3,transliteration,0.0204,0.1058,20,0
14,mlp_out,id,tier_3,transliteration,0.0086,0.0598,20,0
15,residual,id,tier_3,transliteration,-0.1218,0.3962,20,0
15,attn_out,id,tier_3,transliteration,-0.0215,0.0664,20,0
15,mlp_out,id,tier_3,transliteration,-0.0509,0.0907,20,0
16,residual,id,tier_3,transliteration,-0.165,0.4482,20,0
16,attn_out,id,tier_3,transliteration,-0.025,0.0864,20,0
16,mlp_out,id,tier_3,transliteration,0.0652,0.1765,20,0
17,residual,id,tier_3,transliteration,-0.2498,0.3413,20,0
17,attn_out,id,tier_3,transliteration,-0.0336,0.0745,20,0
17,mlp_out,id,tier_3,transliteration,-0.0264,0.0489,20,0
18,residual,id,tier_3,transliteration,-0.2375,0.3148,20,0
18,attn_out,id,tier_3,transliteration,-0.008,0.0722,20,0
18,mlp_out,id,tier_3,transliteration,-0.002,0.0664,20,0
19,residual,id,tier_3,transliteration,-0.2314,0.2407,20,0
19,attn_out,id,tier_3,transliteration,-0.0285,0.0171,20,0
19,mlp_out,id,tier_3,transliteration,0.0192,0.1082,20,0
20,residual,id,tier_3,transliteration,-0.1694,0.2169,20,0
20,attn_out,id,tier_3,transliteration,-0.025,0.0236,20,0
20,mlp_out,id,tier_3,transliteration,-0.0911,0.0546,20,0
21,residual,id,tier_3,transliteration,-0.1609,0.1923,20,0
21,attn_out,id,tier_3,transliteration,0.0114,0.0204,20,0
21,mlp_out,id,tier_3,transliteration,0.0573,0.0733,20,0
22,residual,id,tier_3,transliteration,-0.1546,0.1751,20,0
22,attn_out,id,tier_3,transliteration,-0.0246,0.024,20,0
22,mlp_out,id,tier_3,transliteration,0.0171,0.0411,20,0
23,residual,id,tier_3,transliteration,-0.1567,0.1801,20,0
23,attn_out,id,tier_3,transliteration,-0.0296,0.0358,20,0
23,mlp_out,id,tier_3,transliteration,0.065,0.072,20,0
24,residual,id,tier_3,transliteration,-0.1453,0.1389,20,0
24,attn_out,id,tier_3,transliteration,-0.0081,0.029,20,0
24,mlp_out,id,tier_3,transliteration,-0.0379,0.0584,20,0
25,residual,id,tier_3,transliteration,-0.1425,0.1227,20,0
25,attn_out,id,tier_3,transliteration,-0.0321,0.0272,20,0
25,mlp_out,id,tier_3,transliteration,-0.0247,0.0496,20,0
26,residual,id,tier_3,transliteration,-0.1418,0.1409,20,0
26,attn_out,id,tier_3,transliteration,-0.0211,0.0147,20,0
26,mlp_out,id,tier_3,transliteration,-0.0573,0.0318,20,0
27,residual,id,tier_3,transliteration,-0.1218,0.1148,20,0
27,attn_out,id,tier_3,transliteration,-0.0467,0.0545,20,0
27,mlp_out,id,tier_3,transliteration,-0.0332,0.0496,20,0
28,residual,id,tier_3,transliteration,-0.1371,0.1597,20,0
28,attn_out,id,tier_3,transliteration,0.0032,0.0041,20,0
28,mlp_out,id,tier_3,transliteration,-0.086,0.1349,20,0
29,residual,id,tier_3,transliteration,-0.1544,0.1746,20,0
29,attn_out,id,tier_3,transliteration,0.0219,0.0309,20,0
29,mlp_out,id,tier_3,transliteration,0.0282,0.0167,20,0
30,residual,id,tier_3,transliteration,-0.0974,0.0824,20,0
30,attn_out,id,tier_3,transliteration,0.0166,0.0202,20,0
30,mlp_out,id,tier_3,transliteration,-0.0447,0.039,20,0
31,residual,id,tier_3,transliteration,0.0,0.0,20,0
31,attn_out,id,tier_3,transliteration,0.0,0.0,20,0
31,mlp_out,id,tier_3,transliteration,0.0,0.0,20,0
0,residual,hi,tier_3,transliteration,0.6413,2.6617,20,0
0,attn_out,hi,tier_3,transliteration,0.0567,0.3713,20,0
0,mlp_out,hi,tier_3,transliteration,0.1303,1.6589,20,0
1,residual,hi,tier_3,transliteration,0.387,2.8073,20,0
1,attn_out,hi,tier_3,transliteration,-0.568,0.6977,20,0
1,mlp_out,hi,tier_3,transliteration,-0.1597,0.4252,20,0
2,residual,hi,tier_3,transliteration,0.3378,2.2927,20,0
2,attn_out,hi,tier_3,transliteration,-0.1056,0.4046,20,0
2,mlp_out,hi,tier_3,transliteration,-0.0918,0.3246,20,0
3,residual,hi,tier_3,transliteration,0.4135,2.2645,20,0
3,attn_out,hi,tier_3,transliteration,0.0461,0.269,20,0
3,mlp_out,hi,tier_3,transliteration,-0.0753,0.4153,20,0
4,residual,hi,tier_3,transliteration,0.3943,1.9932,20,0
4,attn_out,hi,tier_3,transliteration,-0.0108,0.1116,20,0
4,mlp_out,hi,tier_3,transliteration,-0.0113,0.4849,20,0
5,residual,hi,tier_3,transliteration,0.3317,1.9663,20,0
5,attn_out,hi,tier_3,transliteration,-0.0962,0.1137,20,0
5,mlp_out,hi,tier_3,transliteration,-0.115,0.7446,20,0
6,residual,hi,tier_3,transliteration,0.0724,1.6657,20,0
6,attn_out,hi,tier_3,transliteration,-0.2399,0.2926,20,0
6,mlp_out,hi,tier_3,transliteration,0.3441,1.0948,20,0
7,residual,hi,tier_3,transliteration,-0.2091,0.4975,20,0
7,attn_out,hi,tier_3,transliteration,-0.009,0.3561,20,0
7,mlp_out,hi,tier_3,transliteration,-0.4507,0.6011,20,0
8,residual,hi,tier_3,transliteration,-0.2658,0.1771,20,0
8,attn_out,hi,tier_3,transliteration,-0.0491,0.1053,20,0
8,mlp_out,hi,tier_3,transliteration,0.0299,0.2567,20,0
9,residual,hi,tier_3,transliteration,-0.218,0.1545,20,0
9,attn_out,hi,tier_3,transliteration,-0.2529,0.3382,20,0
9,mlp_out,hi,tier_3,transliteration,-0.0136,0.0967,20,0
10,residual,hi,tier_3,transliteration,-0.3173,0.357,20,0
10,attn_out,hi,tier_3,transliteration,0.0636,0.1787,20,0
10,mlp_out,hi,tier_3,transliteration,-0.4928,0.6438,20,0
11,residual,hi,tier_3,transliteration,-0.2874,0.6425,20,0
11,attn_out,hi,tier_3,transliteration,-0.1278,0.3424,20,0
11,mlp_out,hi,tier_3,transliteration,0.126,0.1663,20,0
12,residual,hi,tier_3,transliteration,-0.4095,0.5515,20,0
12,attn_out,hi,tier_3,transliteration,0.0218,0.2365,20,0
12,mlp_out,hi,tier_3,transliteration,-0.3703,0.6685,20,0
13,residual,hi,tier_3,transliteration,-0.4108,0.6,20,0
13,attn_out,hi,tier_3,transliteration,-0.2414,0.5681,20,0
13,mlp_out,hi,tier_3,transliteration,-0.3216,0.4893,20,0
14,residual,hi,tier_3,transliteration,-0.3371,0.6478,20,0
14,attn_out,hi,tier_3,transliteration,-0.1867,0.3113,20,0
14,mlp_out,hi,tier_3,transliteration,0.217,0.3943,20,0
15,residual,hi,tier_3,transliteration,-0.361,0.6679,20,0
15,attn_out,hi,tier_3,transliteration,0.0459,0.2174,20,0
15,mlp_out,hi,tier_3,transliteration,-0.2188,0.3393,20,0
16,residual,hi,tier_3,transliteration,-0.3193,1.1395,20,0
16,attn_out,hi,tier_3,transliteration,-0.0856,0.0661,20,0
16,mlp_out,hi,tier_3,transliteration,-0.2134,0.2644,20,0
17,residual,hi,tier_3,transliteration,0.0271,0.5624,20,0
17,attn_out,hi,tier_3,transliteration,-0.1234,0.1847,20,0
17,mlp_out,hi,tier_3,transliteration,0.0902,0.2063,20,0
18,residual,hi,tier_3,transliteration,-0.0605,0.2841,20,0
18,attn_out,hi,tier_3,transliteration,0.0443,0.1113,20,0
18,mlp_out,hi,tier_3,transliteration,0.0184,0.4182,20,0
19,residual,hi,tier_3,transliteration,-0.0598,0.2662,20,0
19,attn_out,hi,tier_3,transliteration,0.0022,0.1874,20,0
19,mlp_out,hi,tier_3,transliteration,-0.1313,0.1913,20,0
20,residual,hi,tier_3,transliteration,0.1701,0.3368,20,0
20,attn_out,hi,tier_3,transliteration,-0.1574,0.1917,20,0
20,mlp_out,hi,tier_3,transliteration,-0.1502,0.1747,20,0
21,residual,hi,tier_3,transliteration,0.1213,0.2959,20,0
21,attn_out,hi,tier_3,transliteration,0.03,0.1558,20,0
21,mlp_out,hi,tier_3,transliteration,-0.1366,0.1129,20,0
22,residual,hi,tier_3,transliteration,0.0242,0.2131,20,0
22,attn_out,hi,tier_3,transliteration,-0.0683,0.1982,20,0
22,mlp_out,hi,tier_3,transliteration,0.0362,0.0988,20,0
23,residual,hi,tier_3,transliteration,-0.0108,0.2917,20,0
23,attn_out,hi,tier_3,transliteration,-0.105,0.2149,20,0
23,mlp_out,hi,tier_3,transliteration,-0.3431,0.5178,20,0
24,residual,hi,tier_3,transliteration,-0.0682,0.2726,20,0
24,attn_out,hi,tier_3,transliteration,0.0925,0.1994,20,0
24,mlp_out,hi,tier_3,transliteration,0.1281,0.2255,20,0
25,residual,hi,tier_3,transliteration,-0.0455,0.1667,20,0
25,attn_out,hi,tier_3,transliteration,-0.0432,0.0736,20,0
25,mlp_out,hi,tier_3,transliteration,0.0602,0.2099,20,0
26,residual,hi,tier_3,transliteration,-0.0366,0.14,20,0
26,attn_out,hi,tier_3,transliteration,0.0257,0.0311,20,0
26,mlp_out,hi,tier_3,transliteration,-0.2381,0.2957,20,0
27,residual,hi,tier_3,transliteration,-0.0649,0.1216,20,0
27,attn_out,hi,tier_3,transliteration,-0.0686,0.1184,20,0
27,mlp_out,hi,tier_3,transliteration,0.009,0.1114,20,0
28,residual,hi,tier_3,transliteration,-0.0616,0.0954,20,0
28,attn_out,hi,tier_3,transliteration,0.0216,0.0298,20,0
28,mlp_out,hi,tier_3,transliteration,-0.0347,0.0804,20,0
29,residual,hi,tier_3,transliteration,-0.1818,0.1717,20,0
29,attn_out,hi,tier_3,transliteration,0.0585,0.0862,20,0
29,mlp_out,hi,tier_3,transliteration,0.3088,0.447,20,0
30,residual,hi,tier_3,transliteration,0.0375,0.1454,20,0
30,attn_out,hi,tier_3,transliteration,0.1028,0.1713,20,0
30,mlp_out,hi,tier_3,transliteration,0.1145,0.1632,20,0
31,residual,hi,tier_3,transliteration,0.0,0.0,20,0
31,attn_out,hi,tier_3,transliteration,0.0,0.0,20,0
31,mlp_out,hi,tier_3,transliteration,0.0,0.0,20,0
0,residual,sw,tier_3,transliteration,-0.083,0.1402,20,0
0,attn_out,sw,tier_3,transliteration,-0.0447,0.0762,20,0
0,mlp_out,sw,tier_3,transliteration,-0.0797,0.147,20,0
1,residual,sw,tier_3,transliteration,-0.084,0.1296,20,0
1,attn_out,sw,tier_3,transliteration,-0.0041,0.0561,20,0
1,mlp_out,sw,tier_3,transliteration,-0.0702,0.0887,20,0
2,residual,sw,tier_3,transliteration,-0.0765,0.1371,20,0
2,attn_out,sw,tier_3,transliteration,-0.0244,0.0501,20,0
2,mlp_out,sw,tier_3,transliteration,-0.0414,0.0925,20,0
3,residual,sw,tier_3,transliteration,-0.0798,0.1409,20,0
3,attn_out,sw,tier_3,transliteration,0.0188,0.0205,20,0
3,mlp_out,sw,tier_3,transliteration,-0.044,0.0786,20,0
4,residual,sw,tier_3,transliteration,-0.075,0.1458,20,0
4,attn_out,sw,tier_3,transliteration,0.015,0.0264,20,0
4,mlp_out,sw,tier_3,transliteration,-0.0301,0.0603,20,0
5,residual,sw,tier_3,transliteration,-0.0572,0.1544,20,0
5,attn_out,sw,tier_3,transliteration,0.0276,0.0221,20,0
5,mlp_out,sw,tier_3,transliteration,-0.0115,0.0242,20,0
6,residual,sw,tier_3,transliteration,-0.0362,0.1168,20,0
6,attn_out,sw,tier_3,transliteration,0.0128,0.0212,20,0
6,mlp_out,sw,tier_3,transliteration,-0.0145,0.0207,20,0
7,residual,sw,tier_3,transliteration,-0.0115,0.0725,20,0
7,attn_out,sw,tier_3,transliteration,0.0126,0.0172,20,0
7,mlp_out,sw,tier_3,transliteration,-0.0117,0.0184,20,0
8,residual,sw,tier_3,transliteration,-0.0103,0.0644,20,0
8,attn_out,sw,tier_3,transliteration,0.005,0.0076,20,0
8,mlp_out,sw,tier_3,transliteration,-0.0001,0.0294,20,0
9,residual,sw,tier_3,transliteration,-0.0111,0.0312,20,0
9,attn_out,sw,tier_3,transliteration,-0.0076,0.0094,20,0
9,mlp_out,sw,tier_3,transliteration,-0.0154,0.0207,20,0
10,residual,sw,tier_3,transliteration,-0.022,0.0332,20,0
10,attn_out,sw,tier_3,transliteration,0.0017,0.0104,20,0
10,mlp_out,sw,tier_3,transliteration,-0.0116,0.0255,20,0
11,residual,sw,tier_3,transliteration,-0.0315,0.0332,20,0
11,attn_out,sw,tier_3,transliteration,-0.0055,0.0055,20,0
11,mlp_out,sw,tier_3,transliteration,-0.0037,0.0214,20,0
12,residual,sw,tier_3,transliteration,-0.0415,0.047,20,0
12,attn_out,sw,tier_3,transliteration,-0.0015,0.0044,20,0
12,mlp_out,sw,tier_3,transliteration,-0.0163,0.0245,20,0
13,residual,sw,tier_3,transliteration,-0.0294,0.0278,20,0
13,attn_out,sw,tier_3,transliteration,-0.0033,0.003,20,0
13,mlp_out,sw,tier_3,transliteration,-0.0044,0.0133,20,0
14,residual,sw,tier_3,transliteration,-0.0011,0.0307,20,0
14,attn_out,sw,tier_3,transliteration,0.0014,0.0053,20,0
14,mlp_out,sw,tier_3,transliteration,-0.001,0.0071,20,0
15,residual,sw,tier_3,transliteration,0.0223,0.0391,20,0
15,attn_out,sw,tier_3,transliteration,0.0001,0.0023,20,0
15,mlp_out,sw,tier_3,transliteration,0.0077,0.0215,20,0
16,residual,sw,tier_3,transliteration,0.0226,0.0369,20,0
16,attn_out,sw,tier_3,transliteration,0.0039,0.0048,20,0
16,mlp_out,sw,tier_3,transliteration,-0.0041,0.0154,20,0
17,residual,sw,tier_3,transliteration,0.0043,0.0122,20,0
17,attn_out,sw,tier_3,transliteration,0.0044,0.0033,20,0
17,mlp_out,sw,tier_3,transliteration,-0.0022,0.006,20,0
18,residual,sw,tier_3,transliteration,0.0074,0.0118,20,0
18,attn_out,sw,tier_3,transliteration,0.0016,0.0084,20,0
18,mlp_out,sw,tier_3,transliteration,0.0032,0.0125,20,0
19,residual,sw,tier_3,transliteration,0.0124,0.0088,20,0
19,attn_out,sw,tier_3,transliteration,0.0006,0.0008,20,0
19,mlp_out,sw,tier_3,transliteration,0.0078,0.007,20,0
20,residual,sw,tier_3,transliteration,-0.0079,0.0167,20,0
20,attn_out,sw,tier_3,transliteration,0.0018,0.0011,20,0
20,mlp_out,sw,tier_3,transliteration,-0.0041,0.004,20,0
21,residual,sw,tier_3,transliteration,-0.0133,0.0191,20,0
21,attn_out,sw,tier_3,transliteration,-0.0005,0.0008,20,0
21,mlp_out,sw,tier_3,transliteration,-0.0079,0.0085,20,0
22,residual,sw,tier_3,transliteration,-0.0113,0.0172,20,0
22,attn_out,sw,tier_3,transliteration,-0.001,0.0039,20,0
22,mlp_out,sw,tier_3,transliteration,-0.0033,0.0043,20,0
23,residual,sw,tier_3,transliteration,-0.0129,0.0117,20,0
23,attn_out,sw,tier_3,transliteration,-0.0006,0.0012,20,0
23,mlp_out,sw,tier_3,transliteration,-0.0035,0.0076,20,0
24,residual,sw,tier_3,transliteration,-0.002,0.0051,20,0
24,attn_out,sw,tier_3,transliteration,-0.0004,0.0013,20,0
24,mlp_out,sw,tier_3,transliteration,0.0009,0.0027,20,0
25,residual,sw,tier_3,transliteration,0.0006,0.0022,20,0
25,attn_out,sw,tier_3,transliteration,0.0005,0.0006,20,0
25,mlp_out,sw,tier_3,transliteration,0.0011,0.0009,20,0
26,residual,sw,tier_3,transliteration,-0.0001,0.0021,20,0
26,attn_out,sw,tier_3,transliteration,-0.0007,0.0008,20,0
26,mlp_out,sw,tier_3,transliteration,0.0009,0.0015,20,0
27,residual,sw,tier_3,transliteration,-0.0001,0.0014,20,0
27,attn_out,sw,tier_3,transliteration,0.0002,0.0006,20,0
27,mlp_out,sw,tier_3,transliteration,-0.0,0.0024,20,0
28,residual,sw,tier_3,transliteration,0.001,0.001,20,0
28,attn_out,sw,tier_3,transliteration,0.0002,0.001,20,0
28,mlp_out,sw,tier_3,transliteration,0.0005,0.0004,20,0
29,residual,sw,tier_3,transliteration,0.0007,0.0017,20,0
29,attn_out,sw,tier_3,transliteration,-0.0003,0.0009,20,0
29,mlp_out,sw,tier_3,transliteration,0.0,0.0007,20,0
30,residual,sw,tier_3,transliteration,-0.0003,0.0005,20,0
30,attn_out,sw,tier_3,transliteration,-0.0001,0.0002,20,0
30,mlp_out,sw,tier_3,transliteration,0.0,0.0001,20,0
31,residual,sw,tier_3,transliteration,0.0,0.0,20,0
31,attn_out,sw,tier_3,transliteration,0.0,0.0,20,0
31,mlp_out,sw,tier_3,transliteration,0.0,0.0,20,0
0,residual,yo,tier_4,transliteration,-0.0314,0.1873,20,0
0,attn_out,yo,tier_4,transliteration,-0.0266,0.0263,20,0
0,mlp_out,yo,tier_4,transliteration,-0.0872,0.1494,20,0
1,residual,yo,tier_4,transliteration,-0.1256,0.5181,20,0
1,attn_out,yo,tier_4,transliteration,0.0426,0.0873,20,0
1,mlp_out,yo,tier_4,transliteration,-0.0083,0.0435,20,0
2,residual,yo,tier_4,transliteration,-0.0908,0.4974,20,0
2,attn_out,yo,tier_4,transliteration,-0.029,0.0536,20,0
2,mlp_out,yo,tier_4,transliteration,0.0173,0.1368,20,0
3,residual,yo,tier_4,transliteration,-0.128,0.4614,20,0
3,attn_out,yo,tier_4,transliteration,-0.0321,0.068,20,0
3,mlp_out,yo,tier_4,transliteration,0.071,0.2782,20,0
4,residual,yo,tier_4,transliteration,-0.0804,0.4437,20,0
4,attn_out,yo,tier_4,transliteration,-0.0131,0.0211,20,0
4,mlp_out,yo,tier_4,transliteration,-0.0124,0.0596,20,0
5,residual,yo,tier_4,transliteration,-0.1003,0.356,20,0
5,attn_out,yo,tier_4,transliteration,-0.0067,0.0377,20,0
5,mlp_out,yo,tier_4,transliteration,0.0153,0.0831,20,0
6,residual,yo,tier_4,transliteration,-0.0882,0.3395,20,0
6,attn_out,yo,tier_4,transliteration,0.0082,0.0158,20,0
6,mlp_out,yo,tier_4,transliteration,-0.028,0.0516,20,0
7,residual,yo,tier_4,transliteration,-0.0309,0.2778,20,0
7,attn_out,yo,tier_4,transliteration,0.0283,0.0436,20,0
7,mlp_out,yo,tier_4,transliteration,0.0046,0.0433,20,0
8,residual,yo,tier_4,transliteration,-0.0336,0.2927,20,0
8,attn_out,yo,tier_4,transliteration,0.0002,0.0321,20,0
8,mlp_out,yo,tier_4,transliteration,0.0709,0.108,20,0
9,residual,yo,tier_4,transliteration,0.0072,0.2606,20,0
9,attn_out,yo,tier_4,transliteration,0.006,0.0219,20,0
9,mlp_out,yo,tier_4,transliteration,0.0381,0.0635,20,0
10,residual,yo,tier_4,transliteration,0.0044,0.2131,20,0
10,attn_out,yo,tier_4,transliteration,0.0071,0.0089,20,0
10,mlp_out,yo,tier_4,transliteration,0.0319,0.0536,20,0
11,residual,yo,tier_4,transliteration,0.0691,0.2354,20,0
11,attn_out,yo,tier_4,transliteration,0.0296,0.034,20,0
11,mlp_out,yo,tier_4,transliteration,0.0406,0.0714,20,0
12,residual,yo,tier_4,transliteration,0.027,0.1487,20,0
12,attn_out,yo,tier_4,transliteration,-0.0056,0.0141,20,0
12,mlp_out,yo,tier_4,transliteration,0.0084,0.0245,20,0
13,residual,yo,tier_4,transliteration,0.0461,0.1302,20,0
13,attn_out,yo,tier_4,transliteration,-0.001,0.0136,20,0
13,mlp_out,yo,tier_4,transliteration,0.0092,0.0229,20,0
14,residual,yo,tier_4,transliteration,0.0121,0.085,20,0
14,attn_out,yo,tier_4,transliteration,-0.0073,0.0117,20,0
14,mlp_out,yo,tier_4,transliteration,-0.0133,0.0132,20,0
15,residual,yo,tier_4,transliteration,0.0579,0.088,20,0
15,attn_out,yo,tier_4,transliteration,-0.0016,0.0125,20,0
15,mlp_out,yo,tier_4,transliteration,0.004,0.0092,20,0
16,residual,yo,tier_4,transliteration,0.1327,0.1816,20,0
16,attn_out,yo,tier_4,transliteration,-0.0003,0.0159,20,0
16,mlp_out,yo,tier_4,transliteration,0.0025,0.0304,20,0
17,residual,yo,tier_4,transliteration,0.0721,0.1414,20,0
17,attn_out,yo,tier_4,transliteration,0.0002,0.0019,20,0
17,mlp_out,yo,tier_4,transliteration,0.0181,0.0215,20,0
18,residual,yo,tier_4,transliteration,0.04,0.0809,20,0
18,attn_out,yo,tier_4,transliteration,-0.0017,0.0073,20,0
18,mlp_out,yo,tier_4,transliteration,-0.005,0.0066,20,0
19,residual,yo,tier_4,transliteration,0.0133,0.0439,20,0
19,attn_out,yo,tier_4,transliteration,-0.0008,0.0045,20,0
19,mlp_out,yo,tier_4,transliteration,0.0019,0.0073,20,0
20,residual,yo,tier_4,transliteration,0.0106,0.0203,20,0
20,attn_out,yo,tier_4,transliteration,-0.002,0.0042,20,0
20,mlp_out,yo,tier_4,transliteration,-0.0042,0.0051,20,0
21,residual,yo,tier_4,transliteration,0.0034,0.0088,20,0
21,attn_out,yo,tier_4,transliteration,-0.0015,0.0016,20,0
21,mlp_out,yo,tier_4,transliteration,0.0018,0.0133,20,0
22,residual,yo,tier_4,transliteration,0.0044,0.0072,20,0
22,attn_out,yo,tier_4,transliteration,-0.0005,0.0045,20,0
22,mlp_out,yo,tier_4,transliteration,-0.0007,0.0085,20,0
23,residual,yo,tier_4,transliteration,-0.0008,0.0069,20,0
23,attn_out,yo,tier_4,transliteration,-0.0009,0.0061,20,0
23,mlp_out,yo,tier_4,transliteration,-0.0008,0.003,20,0
24,residual,yo,tier_4,transliteration,0.001,0.0061,20,0
24,attn_out,yo,tier_4,transliteration,-0.0021,0.0043,20,0
24,mlp_out,yo,tier_4,transliteration,-0.0042,0.0061,20,0
25,residual,yo,tier_4,transliteration,-0.002,0.0025,20,0
25,attn_out,yo,tier_4,transliteration,-0.0017,0.0034,20,0
25,mlp_out,yo,tier_4,transliteration,-0.0006,0.0042,20,0
26,residual,yo,tier_4,transliteration,0.0028,0.0042,20,0
26,attn_out,yo,tier_4,transliteration,-0.0008,0.0011,20,0
26,mlp_out,yo,tier_4,transliteration,0.0043,0.0105,20,0
27,residual,yo,tier_4,transliteration,-0.0018,0.0019,20,0
27,attn_out,yo,tier_4,transliteration,0.0007,0.006,20,0
27,mlp_out,yo,tier_4,transliteration,-0.0022,0.0025,20,0
28,residual,yo,tier_4,transliteration,-0.0022,0.0027,20,0
28,attn_out,yo,tier_4,transliteration,-0.003,0.0055,20,0
28,mlp_out,yo,tier_4,transliteration,0.0005,0.0028,20,0
29,residual,yo,tier_4,transliteration,0.0005,0.0088,20,0
29,attn_out,yo,tier_4,transliteration,-0.0004,0.0013,20,0
29,mlp_out,yo,tier_4,transliteration,0.004,0.0087,20,0
30,residual,yo,tier_4,transliteration,0.0024,0.0045,20,0
30,attn_out,yo,tier_4,transliteration,0.0002,0.0005,20,0
30,mlp_out,yo,tier_4,transliteration,-0.0026,0.0053,20,0
31,residual,yo,tier_4,transliteration,0.0,0.0,20,0
31,attn_out,yo,tier_4,transliteration,0.0,0.0,20,0
31,mlp_out,yo,tier_4,transliteration,0.0,0.0,20,0
0,residual,zu,tier_4,transliteration,-7.3207,14.6093,20,0
0,attn_out,zu,tier_4,transliteration,-0.667,1.3717,20,0
0,mlp_out,zu,tier_4,transliteration,-6.646,13.2817,20,0
1,residual,zu,tier_4,transliteration,-8.4364,16.6171,20,0
1,attn_out,zu,tier_4,transliteration,1.2316,2.4388,20,0
1,mlp_out,zu,tier_4,transliteration,-0.1255,0.2415,20,0
2,residual,zu,tier_4,transliteration,-6.8626,13.4725,20,0
2,attn_out,zu,tier_4,transliteration,-0.7092,1.4231,20,0
2,mlp_out,zu,tier_4,transliteration,2.8543,5.7497,20,0
3,residual,zu,tier_4,transliteration,-6.4914,12.7385,20,0
3,attn_out,zu,tier_4,transliteration,0.7888,1.5768,20,0
3,mlp_out,zu,tier_4,transliteration,0.0417,0.1182,20,0
4,residual,zu,tier_4,transliteration,-8.1406,16.0335,20,0
4,attn_out,zu,tier_4,transliteration,-1.2154,2.4026,20,0
4,mlp_out,zu,tier_4,transliteration,-0.2073,0.3467,20,0
5,residual,zu,tier_4,transliteration,-7.5397,14.8587,20,0
5,attn_out,zu,tier_4,transliteration,0.9374,1.8782,20,0
5,mlp_out,zu,tier_4,transliteration,-2.0493,4.0698,20,0
6,residual,zu,tier_4,transliteration,-8.7298,17.2282,20,0
6,attn_out,zu,tier_4,transliteration,-0.9485,1.8941,20,0
6,mlp_out,zu,tier_4,transliteration,-2.6135,5.1153,20,0
7,residual,zu,tier_4,transliteration,-4.9223,9.6707,20,0
7,attn_out,zu,tier_4,transliteration,-0.0314,0.0574,20,0
7,mlp_out,zu,tier_4,transliteration,-1.4893,2.9696,20,0
8,residual,zu,tier_4,transliteration,-3.102,6.0393,20,0
8,attn_out,zu,tier_4,transliteration,0.3944,0.7897,20,0
8,mlp_out,zu,tier_4,transliteration,-1.2513,2.4519,20,0
9,residual,zu,tier_4,transliteration,-2.1282,4.1178,20,0
9,attn_out,zu,tier_4,transliteration,-1.2521,2.4804,20,0
9,mlp_out,zu,tier_4,transliteration,-0.6984,1.3672,20,0
10,residual,zu,tier_4,transliteration,-0.9767,1.836,20,0
10,attn_out,zu,tier_4,transliteration,0.2058,0.4141,20,0
10,mlp_out,zu,tier_4,transliteration,-0.8438,1.6418,20,0
11,residual,zu,tier_4,transliteration,-0.0879,0.0818,20,0
11,attn_out,zu,tier_4,transliteration,-0.2584,0.5059,20,0
11,mlp_out,zu,tier_4,transliteration,0.9105,1.8708,20,0
12,residual,zu,tier_4,transliteration,0.2076,0.504,20,0
12,attn_out,zu,tier_4,transliteration,-0.7327,1.4593,20,0
12,mlp_out,zu,tier_4,transliteration,-0.4004,0.7483,20,0
13,residual,zu,tier_4,transliteration,1.1835,2.4533,20,0
13,attn_out,zu,tier_4,transliteration,-0.0355,0.0779,20,0
13,mlp_out,zu,tier_4,transliteration,0.412,0.8199,20,0
14,residual,zu,tier_4,transliteration,1.334,2.7459,20,0
14,attn_out,zu,tier_4,transliteration,-0.1574,0.3143,20,0
14,mlp_out,zu,tier_4,transliteration,0.605,1.2163,20,0
15,residual,zu,tier_4,transliteration,1.1153,2.3036,20,0
15,attn_out,zu,tier_4,transliteration,-0.3023,0.6059,20,0
15,mlp_out,zu,tier_4,transliteration,0.0606,0.1116,20,0
16,residual,zu,tier_4,transliteration,0.5363,1.1647,20,0
16,attn_out,zu,tier_4,transliteration,-0.3692,0.7413,20,0
16,mlp_out,zu,tier_4,transliteration,0.3127,0.6306,20,0
17,residual,zu,tier_4,transliteration,-1.0736,2.079,20,0
17,attn_out,zu,tier_4,transliteration,-0.1108,0.2203,20,0
17,mlp_out,zu,tier_4,transliteration,0.0375,0.0815,20,0
18,residual,zu,tier_4,transliteration,-0.5539,1.0801,20,0
18,attn_out,zu,tier_4,transliteration,-0.1048,0.1973,20,0
18,mlp_out,zu,tier_4,transliteration,0.2412,0.477,20,0
19,residual,zu,tier_4,transliteration,-0.2909,0.5797,20,0
19,attn_out,zu,tier_4,transliteration,-0.1274,0.2506,20,0
19,mlp_out,zu,tier_4,transliteration,0.2271,0.4536,20,0
20,residual,zu,tier_4,transliteration,-0.6275,1.2244,20,0
